nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm7260392	Hailey Sherman	\N	\N	['writer']	['tt4601920']
nm7262369	Masha Novikova	\N	\N	['director', 'writer', 'art_department']	['tt4604088', 'tt4551318', 'tt11539824', 'tt7884852']
nm7265214	Mimi Lee	\N	\N	['director', 'writer', 'producer']	['tt8526626', 'tt10647990', 'tt10548316', 'tt10529692']
nm7322325	Krystle Rich	\N	\N	['director', 'writer', 'cinematographer']	['tt4679540']
nm7325577	Tadhg Devery	1984	\N	['actor', 'producer', 'writer']	['tt10623842', 'tt3463106', 'tt6770142', 'tt6833938']
nm7326061	Bruno Kohfield-Galeano	1994	\N	['sound_department', 'cinematographer', 'editor']	['tt5589476', 'tt6432452', 'tt5046782', 'tt5322692']
nm7377867	Andrea Vialardi	\N	\N	['director', 'composer', 'cinematographer']	['tt6327572', 'tt6292600', 'tt5039268', 'tt7996838']
nm7377868	Silvia Monga	\N	\N	['writer', 'director', 'casting_director']	['tt6086396', 'tt11240464', 'tt13542534', 'tt5039268']
nm7384184	Nicola Rose	\N	\N	['actress', 'producer', 'writer']	['tt9372080', 'tt8941926', 'tt11325238', 'tt13197812']
nm7442707	Julia Elihu	\N	\N	['director', 'producer', 'writer']	['tt7422778', 'tt13149340', 'tt4912344', 'tt4842180']
nm7443931	Peggy Ann Bradt Vanderzee	\N	\N	['writer']	['tt0870039']
nm7452170	Richard Greenhalgh	\N	\N	['editor', 'director', 'writer']	['tt2718114', 'tt2097286', 'tt4121704', 'tt2718144']
nm7457549	Lisa Tedesco	\N	\N	['producer', 'writer', 'director']	['tt6388694', 'tt8888364', 'tt9378014']
nm7460594	Erin Fox	\N	\N	['writer']	['tt0870039']
nm7461590	Bjorn Tagemose	\N	\N	['director', 'cinematographer', 'writer']	['tt4864574', 'tt13931450']
nm7462446	Noah Lee	\N	\N	['director', 'editor', 'writer']	['tt4865674', 'tt10106560', 'tt11935368']
nm7477059	Noel Smith	\N	\N	['director']	['tt8175958', 'tt12951874', 'tt5697728', 'tt4886424']
nm7477076	Durjoy Datta	\N	\N	['writer']	['tt11640208', 'tt4886424', 'tt5697728']
nm7486882	Jessica Tessman	\N	\N	['producer', 'writer']	['tt7812438', 'tt14557694', 'tt4317990', 'tt11436686']
nm7514707	Yunus Ozan Korkut	\N	\N	['director', 'assistant_director', 'writer']	['tt10841904', 'tt6006666', 'tt4937366', 'tt9022908']
nm7520195	D.M. Larson	\N	\N	['writer', 'producer']	['tt6857722', 'tt11650208', 'tt9567178', 'tt11138622']
nm7545831	Beein Gim	\N	\N	['producer', 'writer']	['tt1033805', 'tt15392066', 'tt13950332', 'tt14198098']
nm7546842	Shelly Oria	\N	\N	['actress', 'writer']	['tt4972170', 'tt12287656']
nm7583755	Villa Mane	1987	\N	['actor', 'writer', 'director']	['tt14468840', 'tt15412110', 'tt12748250', 'tt6148116']
nm7585875	Mohamad AlYamani	\N	\N	['actor', 'director', 'writer']	['tt5195722', 'tt5027092', 'tt6510148', 'tt6069030']
nm7591029	Lom Harsh	\N	\N	['director', 'writer', 'actor']	['tt6577566', 'tt5525846', 'tt8016496', 'tt8046902']
nm7595341	Alexandra Queen	\N	\N	['director', 'actress', 'producer']	['tt5039174', 'tt10385452', 'tt12596968']
nm7609913	Cole O'Brien	1993	\N	['editorial_department', 'cinematographer', 'producer']	['tt10702644', 'tt6538446', 'tt7742094', 'tt11934872']
nm7730590	Allison Andresini	\N	\N	['director', 'producer', 'camera_department']	['tt9392418', 'tt11327284', 'tt10614946', 'tt10626650']
nm7735541	Petar Mihajlovic	\N	\N	['writer', 'actor']	['tt10934196', 'tt5207158', 'tt2155811', 'tt10952900']
nm7763296	Dhepak Somu	\N	\N	['writer', 'director', 'editor']	['tt5718286', 'tt6284500', 'tt5718366', 'tt6249806']
nm7772016	Bruna Cabral	\N	\N	['producer', 'assistant_director', 'miscellaneous']	['tt9350164', 'tt8443430', 'tt8529134', 'tt10085160']
nm7772922	Tim Ward	\N	\N	['miscellaneous']	['tt2737310']
nm7786669	Shashank Bharadwaj	\N	\N	['director']	['tt5266398', 'tt7901874', 'tt14032106', 'tt9168160']
nm7805579	Verphil	\N	\N	['director', 'producer', 'actor']	['tt5675642', 'tt6414012', 'tt4489232', 'tt6315652']
nm7818225	Nick Smithson	\N	\N	['actor', 'writer', 'producer']	['tt6549380', 'tt5757366', 'tt10518732', 'tt15822792']
nm7827862	Tim Ward	\N	\N	['camera_department']	['tt5340362', 'tt12014380', 'tt5313016', 'tt7271190']
nm7862884	Chad Vidanes	\N	\N	['director', 'miscellaneous', 'assistant_director']	['tt3785934', 'tt11247108', 'tt0399989', 'tt16175706']
nm7868154	Ana Luisa Santos	\N	\N	['camera_department', 'producer', 'director']	['tt11801760', 'tt10342460', 'tt2230619', 'tt16156466']
nm7870411	Prateek Shah	1988	\N	['director']	['tt4886424', 'tt7651284', 'tt9209760', 'tt5697728']
nm7904408	Leo Zincone	\N	\N	['actor', 'writer', 'costume_designer']	['tt14849722', 'tt5435114', 'tt14831636', 'tt14852660']
nm7904411	Bruno Benetti	\N	\N	['director', 'editor', 'producer']	['tt14829192', 'tt14852660', 'tt5435114', 'tt15714320']
nm7913769	Jorge Sandoval	\N	\N	['producer', 'director', 'writer']	['tt5452124', 'tt4689598', 'tt6809396', 'tt5508680']
nm7928235	Al Fenderico	1992	\N	['writer', 'actor', 'producer']	['tt12982090', 'tt8060446', 'tt9754636', 'tt7856322']
nm7942225	Justyn Bihun-Sikorsky	\N	\N	['director', 'actor']	['tt11023534', 'tt5425170', 'tt3954346', 'tt14979340']
nm7942991	Siddharth Hirwe	\N	\N	['producer', 'script_department', 'writer']	['tt8513096', 'tt4014320', 'tt13690576', 'tt11322616']
nm7963462	Harry McDonagh	\N	\N	['director', 'actor', 'writer']	['tt5511712']
nm7963463	Jack Bristow	\N	\N	['actor', 'writer', 'editor']	['tt5511712']
nm7980562	Chirag Patel	\N	\N	['director', 'cinematographer']	['tt5530134']
nm7980564	Steven Cleare	\N	\N	['director', 'writer', 'producer']	['tt5530134']
nm8004195	Chris Schnabel	\N	\N	['producer', 'director', 'writer']	['tt7585158', 'tt7585160', 'tt5559434', 'tt7950438']
nm8025907	Frederick Kelly	\N	\N	['director', 'writer', 'producer']	['tt9663040', 'tt5423924', 'tt9657058']
nm8035611	Monroe Hayden	1988	\N	['actress', 'producer', 'writer']	['tt5595268', 'tt1706601', 'tt11385140']
nm8051322	Chad Gray	\N	\N	['cinematographer', 'producer', 'director']	['tt7321714', 'tt5611092', 'tt8808704', 'tt10772036']
nm8053109	Myah Hollis	\N	\N	['writer', 'actress', 'producer']	['tt11203174', 'tt11317356', 'tt11164600', 'tt5613014']
nm8053807	Sam Flamont	\N	\N	['sound_department', 'director', 'camera_department']	['tt11940818', 'tt5556138', 'tt10359484', 'tt10778188']
nm8061951	Abhay Thakur	\N	\N	['visual_effects', 'miscellaneous', 'producer']	['tt8490860']
nm8087952	Ariela Rozentul	\N	\N	['actress', 'writer', 'producer']	['tt13762198', 'tt11905800', 'tt9615702', 'tt15699740']
nm8093244	Callum Davies	\N	\N	['writer', 'director', 'actor']	['tt6731556', 'tt10438456', 'tt11106626', 'tt10765344']
nm8147557	David McDougall	\N	\N	['producer', 'writer', 'director']	['tt6304582', 'tt2782710', 'tt6604210', 'tt13950332']
nm8156769	Aaron O'Neill	\N	\N	['sound_department', 'director', 'actor']	['tt9269392', 'tt13826764', 'tt5737730', 'tt5657280']
nm8158327	Tom Bronakoski	\N	\N	['director']	['tt5739768']
nm8158344	Gilbert E. Daspit Jr.	\N	\N	['writer']	['tt5739768']
nm8158345	Tonya Herron	\N	\N	['writer', 'producer']	['tt5739768']
nm8169430	Anant Singh	\N	\N	['writer', 'actor', 'producer']	['tt9401936', 'tt13225306', 'tt6328940', 'tt8954820']
nm8190544	Félix Burgan	\N	\N	['director', 'writer', 'editor']	['tt7080034', 'tt6634198', 'tt5776848', 'tt3242418']
nm8195164	Ioannis Makro	1991	\N	['director', 'actor', 'editor']	['tt6679398', 'tt10416498', 'tt11162638', 'tt5783558']
nm8266212	Daniel L. Rivera	\N	\N	['actor', 'stunts', 'producer']	['tt11284282', 'tt12681254', 'tt11092482', 'tt15552570']
nm8270802	Alice C Esposito	\N	\N	['director', 'producer', 'writer']	['tt6044028', 'tt6508798', 'tt6834130', 'tt5884236']
nm8281375	Liz Magee	\N	\N	['writer', 'actress', 'producer']	['tt7587262', 'tt9777918', 'tt13471088', 'tt0111875']
nm8331592	Christopher Michale Dailey	\N	\N	['producer', 'director', 'writer']	['tt8363486', 'tt6266136', 'tt6809920', 'tt9426096']
nm8331829	Nikolay Stefanov	\N	\N	['cinematographer', 'director', 'editor']	['tt5930956', 'tt7999930', 'tt7998218']
nm8332521	Adam William Cahill	1986	\N	['editor', 'director', 'writer']	['tt10623842', 'tt6770142', 'tt2183641', 'tt5931676']
nm8335775	Grant Morningstar	\N	\N	['actor', 'writer', 'producer']	['tt14398892', 'tt11968860', 'tt15289312', 'tt12292206']
nm8344617	Paul Merrell	\N	\N	['producer', 'director', 'editor']	['tt14432158', 'tt12143924', 'tt8059152', 'tt7525438']
nm8358561	Giacomo Frignani	\N	\N	['director']	['tt5109344', 'tt11989864', 'tt7622086', 'tt4762480']
nm8405837	Dan Litchfield	\N	\N	['director', 'producer']	['tt6024082']
nm8415718	David Kashner	\N	\N	['writer', 'cinematographer', 'director']	['tt15244526', 'tt10498934', 'tt10503760', 'tt9348696']
nm8421188	John Miranda	\N	\N	['writer', 'director', 'producer']	['tt6415422', 'tt6116212', 'tt6145804', 'tt6338024']
nm8451377	Allison Hayhurst	\N	\N	['writer', 'producer', 'actress']	['tt8519622', 'tt8063882', 'tt12977444', 'tt15822792']
nm8454496	Marcos Miranda	\N	\N	['writer']	['tt14333348']
nm8454872	Brent Lanyon	\N	\N	['writer', 'editor', 'director']	['tt9587016', 'tt14134142', 'tt6366056', 'tt7197446']
nm8456710	Laurie J. Mauro	\N	\N	['writer']	['tt0103649']
nm8457565	Aparajita Sharma	\N	\N	['writer']	['tt5697728', 'tt0398494', 'tt1900118', 'tt7947414']
nm8458683	Alkiviadis Papadopoulos	\N	\N	['director', 'actor', 'writer']	['tt8908118', 'tt6113686', 'tt15315712', 'tt6428878']
nm8458686	Elena Agapitou	\N	\N	['writer', 'script_department']	['tt6085676', 'tt6113686']
nm8499932	Wesley Kemp	\N	\N	['writer', 'producer']	['tt6136846']
nm8500588	Collin Waters	\N	\N	['director', 'actor', 'writer']	['tt6137742']
nm8500589	Glen Morris	\N	\N	['actor', 'writer', 'producer']	['tt6137742', 'tt7173658']
nm8515732	Ty Brueilly	\N	\N	['writer', 'producer', 'director']	['tt6155650', 'tt12178670', 'tt10055088', 'tt9225910']
nm8527117	Gian Shines	\N	\N	['actor', 'producer', 'miscellaneous']	['tt7093138', 'tt4622682', 'tt8205078']
nm8550216	Thanasis Giannakelis	\N	\N	['director', 'producer', 'cinematographer']	['tt6204258']
nm8550226	Pantelis Kassotis	\N	\N	['producer', 'miscellaneous', 'writer']	['tt6788544', 'tt6771028', 'tt6204258', 'tt6779398']
nm8602081	Natasha Marrero	\N	\N	['producer', 'actress', 'writer']	['tt14557694', 'tt6270314', 'tt11436686', 'tt7812438']
nm8622262	Jon Robert Quinn	1982	\N	['producer', 'director', 'actor']	['tt12421862', 'tt15431230', 'tt10198428', 'tt9140180']
nm8630721	Tomás Bombík	\N	\N	['writer']	['tt6314992', 'tt6569764', 'tt9415108', 'tt9663258']
nm8632528	Ivo Dimchev	\N	\N	['actor', 'writer', 'composer']	['tt13829572', 'tt11985426', 'tt13873396']
nm8647803	G.W. Pomichter	\N	\N	['producer', 'director', 'editor']	['tt11083216', 'tt6337920', 'tt11099714', 'tt8597430']
nm8656351	Tim Ward	\N	\N	['actor']	['tt6349362']
nm8656493	Darrin Decay	\N	\N	['producer', 'director', 'writer']	['tt11933312', 'tt6349434', 'tt6366106']
nm8669972	Max Westendorp	\N	\N	['director', 'writer', 'cinematographer']	['tt6367840']
nm8678253	Paribhasha Mishra	\N	\N	['actress', 'producer', 'writer']	['tt14572280', 'tt6380576', 'tt12228882', 'tt16077694']
nm8690520	Ipek Kadilar	\N	\N	['writer', 'miscellaneous']	['tt7621276', 'tt6396338', 'tt5302120', 'tt3958892']
nm8715040	Aleksandr Dugin	\N	\N	['writer']	['tt0199257', 'tt11474062', 'tt11173930', 'tt10608660']
nm8721492	April DiscoGoddess Whitaker	\N	\N	['producer', 'director', 'writer']	['tt7319278', 'tt6441588']
nm8748170	Blake Bynum	\N	\N	['director', 'writer', 'producer']	['tt10441670']
nm8770768	Mell Packard	\N	\N	['writer', 'director', 'editor']	['tt6517828', 'tt14309742']
nm8783498	Josh Cox	\N	\N	['director', 'producer', 'writer']	['tt9716208', 'tt8791892', 'tt6536444', 'tt7090704']
nm8796453	Jared L. Christopher	\N	\N	['director', 'editor', 'producer']	['tt13317228']
nm8820007	Jake Conrad	\N	\N	['transportation_department', 'miscellaneous', 'actor']	['tt13904004', 'tt15089512', 'tt9805688', 'tt11464266']
nm8822557	Mary Kate Hegarty	\N	\N	['actress']	['tt13610386', 'tt6254928']
nm8825660	María Clara Torres	\N	\N	['writer']	['tt4689598', 'tt5677942']
nm8835285	Arup Mandal	\N	\N	['camera_department', 'actor', 'writer']	['tt8682658', 'tt12916172', 'tt10230414', 'tt9094282']
nm8840958	Kim Suk Gon	\N	\N	['writer']	['tt6396338']
nm8841091	Yazi'hane	\N	\N	['writer']	['tt6396338', 'tt14183314']
nm8847725	Joey Moore	\N	\N	['location_management', 'production_manager', 'sound_department']	['tt6640462', 'tt14425556', 'tt6958790', 'tt11021708']
nm8855129	Dustin Norton	1989	\N	['actor', 'director', 'writer']	['tt14128670', 'tt9043484', 'tt15299592', 'tt15262586']
nm8867601	Konstantin Denesyuk	\N	\N	['director', 'writer']	['tt9679102', 'tt11750004', 'tt6681866']
nm8904771	Charlie Guzman	\N	\N	['actor', 'editor', 'director']	['tt8435332', 'tt6297952', 'tt10933400', 'tt11248402']
nm8918180	Brian Walltz	\N	\N	['director', 'cinematographer', 'editor']	['tt6779398', 'tt6771028', 'tt7125006', 'tt6788544']
nm8939846	Rémi Thevenart	\N	\N	['director', 'writer', 'camera_department']	['tt6808238']
nm8968557	Ajay .M. Patil	\N	\N	['editor', 'director', 'actor']	['tt6852042', 'tt14484756', 'tt11990214', 'tt15428766']
nm8981908	Serena Dc	\N	\N	['producer', 'writer', 'actress']	['tt11317550', 'tt14179076', 'tt9316032', 'tt9537090']
nm9056498	Kushagra Jaiswal	\N	\N	['director', 'assistant_director', 'writer']	['tt7000932', 'tt7305856', 'tt7476826', 'tt7476950']
nm9056499	Aditya Sharma	\N	\N	['director', 'actor', 'assistant_director']	['tt7000932', 'tt7476950', 'tt7476826', 'tt10477870']
nm9056502	Piyush Rishi	\N	\N	['writer']	['tt7000932']
nm9073886	Alexandria Crouse	\N	\N	['actress', 'make_up_department', 'production_designer']	['tt12337334', 'tt14391260', 'tt9436444', 'tt14747168']
nm9075668	Rigel Gelito	\N	\N	['writer', 'camera_department', 'miscellaneous']	['tt11247108', 'tt7035160', 'tt7127344', 'tt12170328']
nm9092665	Tim Ward	\N	\N	['sound_department']	['tt7060670']
nm9103100	Shailesh Baliram Narwade	\N	\N	['director', 'writer', 'editorial_department']	['tt13440294', 'tt7088022']
nm9106880	Gianna Angelini	\N	\N	['writer']	['tt6704116']
nm9117881	Amandeep Singh	\N	\N	['director']	['tt8784468', 'tt7118596', 'tt9209760', 'tt7873544']
nm9125724	Tanmay Srivastava	2003	\N	['producer', 'editor', 'director']	['tt14311528', 'tt7130568', 'tt14391280', 'tt13149634']
nm9133943	Yvette Pabon	\N	\N	['director', 'writer', 'art_department']	['tt14417010', 'tt7143236']
nm9138122	Tim Ward	\N	\N	['visual_effects']	['tt5714620']
nm9142311	Dalton Burdette	\N	\N	['producer', 'director', 'actor']	['tt7570664', 'tt9758526', 'tt10588406', 'tt13163906']
nm9151827	Akash Goila	\N	\N	['director', 'writer', 'producer']	['tt12228882', 'tt8537284', 'tt14572280', 'tt7834616']
nm9164597	Anastasiia Vorotniuk	\N	\N	['cinematographer', 'camera_department', 'director']	['tt13446514', 'tt9428572', 'tt12812580', 'tt10961606']
nm9164858	Russel Donahue	\N	\N	['actor', 'producer', 'writer']	['tt14317104', 'tt11655890', 'tt7781508', 'tt11713444']
nm9166509	Sunhee Na	\N	\N	['director', 'editor', 'writer']	['tt7196286', 'tt13611242', 'tt13460978', 'tt9754178']
nm9178771	Jack Brame	\N	\N	['editor', 'director', 'actor']	['tt13435702', 'tt7217530', 'tt10161632']
nm9179518	Ignaz Gentes	\N	\N	['writer']	['tt1278155']
nm9182851	Eray Kaman	\N	\N	['writer', 'actor']	['tt12531662', 'tt7422790', 'tt14551046', 'tt7260110']
nm9191284	Vincent Miller	\N	\N	['actor', 'director', 'writer']	['tt11749354', 'tt13375446', 'tt10402482', 'tt5579352']
nm9198870	Oliver Bech	\N	\N	['editor', 'producer', 'sound_department']	['tt13925116', 'tt12741234', 'tt13641928', 'tt12170806']
nm9249070	Alper Turfan	\N	\N	['director', 'actor', 'writer']	['tt10858856', 'tt7329374', 'tt3018354', 'tt4338684']
nm9310524	Tim Ward	\N	\N	['animation_department', 'camera_department']	['tt7252510']
nm9323246	Avgerinos Serbos	\N	\N	['camera_department', 'script_department', 'miscellaneous']	['tt4192748', 'tt15211076', 'tt7076436', 'tt6414012']
nm9327254	Trent Peek	1971	\N	['actor', 'assistant_director', 'art_department']	['tt9134258', 'tt14920088', 'tt7724088', 'tt7566004']
nm9343072	Jason Leal	\N	\N	['producer', 'director', 'actor']	['tt7510248', 'tt13128696', 'tt10578104', 'tt5459360']
nm9343671	Taner Tunç	\N	\N	['director']	['tt6369468', 'tt10368284', 'tt12562262', 'tt8325424']
nm9347905	Jim Antonopoulos	\N	\N	['writer', 'director', 'camera_department']	['tt7658488']
nm9347906	Nikos Vlahopoulos	\N	\N	['camera_department', 'writer', 'director']	['tt7658488']
nm9374746	Ramesh Paila	\N	\N	['writer', 'producer']	['tt8459924', 'tt7561282', 'tt7559174', 'tt7572882']
nm9375960	Koray Kerimoglu	\N	\N	['assistant_director', 'director', 'camera_department']	['tt14814006', 'tt7226940', 'tt14715548', 'tt11789868']
nm9381371	Marina Clyo	\N	\N	['actress']	['tt7572964', 'tt8476166', 'tt13092996']
nm9385106	Thomas Wright	\N	\N	['director', 'writer', 'producer']	['tt12185452', 'tt14605658', 'tt15157476', 'tt9872068']
nm9414462	Julia Noel	\N	\N	['director', 'writer', 'cinematographer']	['tt7626918', 'tt13965276']
nm9415547	Sandeep Balan	\N	\N	['writer']	['tt7906064', 'tt10735938', 'tt8816250', 'tt7905450']
nm9435715	O'Megas Nikos	\N	\N	['writer', 'camera_department', 'director']	['\\N']
nm9438012	Stephen de Groote	\N	\N	['director', 'actor', 'assistant_director']	['tt12575404', 'tt7680618', 'tt9603114', 'tt10163322']
nm9439788	Jennifer Swistun	\N	\N	['actress', 'writer', 'art_department']	['tt6843312', 'tt9748418']
nm9441592	Terry Weston Marsh	\N	\N	['writer', 'director', 'producer']	['tt14962362', 'tt11246638', 'tt10269728', 'tt13241690']
nm9445107	Avirup Biswas	\N	\N	['director', 'writer', 'editor']	['tt14556626', 'tt13985186', 'tt7674402', 'tt12221500']
nm9450914	Ibrahim Amaev	\N	\N	['director', 'actor']	['tt13355214']
nm9454991	Kushal Zaveri	\N	\N	['director', 'producer']	['tt2282359', 'tt5753634', 'tt7690340', 'tt2375256']
nm9458328	Evelin Laczi	1994	\N	['editor', 'editorial_department', 'director']	['tt7786596', 'tt6384378', 'tt9487806', 'tt6271470']
nm9462248	Atif Khan	\N	\N	['director', 'assistant_director']	['tt11180176', 'tt8706902', 'tt13439146', 'tt13364380']
nm9497145	Gustav Kryger	\N	\N	['actor', 'director', 'writer']	['tt7766180', 'tt12170806', 'tt13540296', 'tt13540416']
nm9507335	David Willner	\N	\N	['director', 'producer', 'writer']	['tt11713370', 'tt7784116', 'tt11723570', 'tt11713444']
nm9511013	Satish Paramvedha	\N	\N	['director', 'assistant_director']	['tt16058566', 'tt2088847']
nm9539284	Bekir Baran Sitki	\N	\N	['writer']	['tt7843954', 'tt9910728', 'tt14395722', 'tt2087193']
nm9582097	Phillip Morris	\N	\N	['director']	['\\N']
nm9586731	Samuel Gladiator	\N	\N	['actor', 'director', 'writer']	['tt7932562', 'tt7932130']
nm9588397	Manoj Pillai	\N	\N	['director']	['tt9078920', 'tt9077278', 'tt9078654', 'tt9078934']
nm9596359	Sarah Jeanne	\N	\N	['actress', 'writer', 'art_department']	['tt9798118', 'tt4820546', 'tt10734228', 'tt8918562']
nm9616805	Andrew Bramble	\N	\N	['actor', 'miscellaneous', 'director']	['tt15182734', 'tt11683992', 'tt8231960', 'tt6763982']
nm9616819	Zak Mayhew	\N	\N	['director', 'writer', 'producer']	['tt14572742']
nm9621946	Gunjan Menon	\N	\N	['director', 'cinematographer', 'editor']	['\\N']
nm9624391	Ralitsa Golemanova	\N	\N	['writer', 'editor', 'producer']	['tt7999930', 'tt7998218']
nm9625250	Roselyn Kasmire	\N	\N	['actress', 'writer', 'location_management']	['tt8918562', 'tt10836872', 'tt12064810', 'tt9004684']
nm9638982	Ashley Squires	\N	\N	['producer', 'miscellaneous', 'director']	['tt9087578', 'tt13610386', 'tt8245526', 'tt10493490']
nm9650657	Sanaida Vicario	\N	\N	['actress', 'writer', 'camera_department']	['tt6471068', 'tt11464266', 'tt8047430', 'tt8464480']
nm9688100	Stefania Salucci	\N	\N	['writer']	['\\N']
nm9690135	Marcella Batti	\N	\N	['writer']	['\\N']
nm9690136	Serena Di Vito	\N	\N	['writer']	['\\N']
nm9690137	Marian Velázquez	\N	\N	['writer']	['\\N']
nm9700456	Benett Sullivan	\N	\N	['']	['tt13333188', 'tt11279662']
nm9710062	Tim Ward	\N	\N	['camera_department']	['\\N']
nm9719626	Aishwary Dubey	1995	\N	['director', 'writer', 'visual_effects']	['tt13715140', 'tt11836428', 'tt13976324', 'tt8180688']
nm9749385	Banu Tekcan	\N	\N	['writer', 'script_department', 'miscellaneous']	['tt5303602', 'tt2024922', 'tt2339608', 'tt7550774']
nm9781868	Dip B. Mariposque	\N	\N	['writer', 'miscellaneous', 'actor']	['tt8299306', 'tt11247108', 'tt9248252', 'tt12735268']
nm9799967	Benjamin Joel Cran	\N	\N	['sound_department', 'director', 'editor']	['tt14458084', 'tt14458350', 'tt14949086', 'tt13405026']
