tconst	parentTconst	seasonNumber	episodeNumber
tt14367628	tt13773990	2	12
tt1437684	tt0421403	1	1
tt14377954	tt7383626	1	7
tt14389996	tt13305554	1	27
tt1439167	tt1437794	1	8
tt1439824	tt0421403	1	2
tt1440550	tt0421403	1	3
tt1440551	tt0421403	1	4
tt1440552	tt0421403	1	5
tt14409560	tt14409420	1	1
tt14409616	tt14409420	1	2
tt14409636	tt14409420	1	4
tt14409650	tt14409420	2	1
tt14409672	tt14409420	2	2
tt14409806	tt13464516	2	41
tt14412326	tt14367054	1	2
tt14417550	tt9426360	1	6
tt14428982	tt13305554	1	28
tt1443021	tt0445880	2	6
tt14439936	tt4489232	8	8
tt1444777	tt1407126	1	32
tt1447236	tt1367144	2	6
tt14483110	tt13305554	1	29
tt1448783	tt1367144	2	7
tt1448787	tt1367144	2	20
tt14500882	tt1578652	12	1
tt14500892	tt1578652	12	2
tt14500900	tt1578652	12	3
tt14500908	tt1578652	12	4
tt14500914	tt1578652	12	5
tt14500920	tt1578652	12	6
tt14500922	tt1578652	12	7
tt14500928	tt1578652	12	8
tt14500934	tt1578652	12	9
tt14500938	tt1578652	12	10
tt14508612	tt14508452	1	2
tt14508628	tt14508452	1	3
tt14508652	tt14508452	2	1
tt14508750	tt14508452	2	5
tt14512866	tt13937912	1	40
tt14513850	tt13305554	1	30
tt14520498	tt13937912	1	60
tt14533518	tt11247108	1	3
tt14533520	tt11247108	1	6
tt14533524	tt11247108	1	4
tt14533526	tt11247108	1	7
tt14533530	tt11247108	1	9
tt14533532	tt11247108	1	8
tt14533534	tt11247108	1	10
tt14536286	tt14385558	1	2
tt14545086	tt9826524	2	36
tt14562528	tt1578652	12	11
tt14562538	tt1578652	12	12
tt14562544	tt1578652	12	13
tt14562548	tt1578652	12	14
tt14562550	tt1578652	12	15
tt14563370	tt14547620	1	2
tt14565106	tt11767890	\N	\N
tt14565124	tt11767890	\N	\N
tt14565138	tt11767890	\N	\N
tt14565156	tt10315490	\N	\N
tt14567380	tt12423408	3	75
tt14567450	tt12423408	3	76
tt14567468	tt12423408	3	77
tt14567784	tt12423408	3	79
tt14568524	tt12423408	3	80
tt14568540	tt12423408	3	81
tt14568582	tt12423408	3	83
tt14568638	tt12423408	3	84
tt14568662	tt12423408	3	85
tt14568700	tt12423408	3	86
tt14568712	tt12423408	3	87
tt14568716	tt12423408	3	88
tt14568726	tt12423408	3	89
tt14568738	tt12423408	3	90
tt14568742	tt12423408	3	91
tt14568758	tt12423408	3	92
tt14568772	tt12423408	3	93
tt14568780	tt12423408	3	94
tt14568804	tt12423408	3	97
tt14568812	tt12423408	3	98
tt14568818	tt12423408	3	99
tt14568832	tt12423408	3	101
tt14568840	tt12423408	3	102
tt14568912	tt12423408	3	104
tt14570076	tt13135616	1	138
tt14577192	tt14572742	1	6
tt14577232	tt14572742	1	7
tt14577482	tt14572742	1	9
tt14577636	tt4489232	8	9
tt14579422	tt14572280	1	2
tt14589566	tt6536562	5	31
tt14600654	tt11992526	1	17
tt14600698	tt11992526	1	18
tt1461892	tt1230048	1	3
tt14625580	tt10731210	2	10
tt14637962	tt1578652	13	1
tt14637966	tt1578652	13	2
tt14637972	tt1578652	13	3
tt14637980	tt1578652	13	4
tt14637982	tt1578652	13	5
tt14637988	tt1578652	13	6
tt14638000	tt1578652	13	7
tt14638006	tt1578652	13	8
tt14638012	tt1578652	13	9
tt14649198	tt9826524	2	39
tt14649576	tt9826524	2	29
tt1468626	tt1240537	1	1
tt14697002	tt13305554	1	31
tt14697056	tt13305554	1	32
tt14716302	tt1578652	13	10
tt14721932	tt14144758	1	3
tt14721934	tt14144758	1	4
tt14721940	tt14144758	1	5
tt14726170	tt9826524	2	40
tt14734992	tt14614944	1	1
tt14735036	tt14614944	1	6
tt14735076	tt14614944	1	11
tt14751934	tt14572742	1	11
tt14754836	tt6536562	5	35
tt14761700	tt13305554	1	33
tt14765330	tt13137346	1	2
tt14779378	tt11524214	1	5
tt14779410	tt11524214	1	6
tt14784218	tt14032092	1	8
tt14786888	tt13604988	1	6
tt14820918	tt6609270	5	1
tt14851960	tt6609270	5	2
tt14851964	tt6609270	5	3
tt14851966	tt6609270	5	4
tt14872982	tt6609270	5	5
tt14872988	tt6609270	5	6
tt14872992	tt6609270	5	7
tt14872994	tt6609270	5	8
tt14928658	tt13555182	1	2
tt14934400	tt13555182	1	3
tt14939592	tt13555182	1	4
tt14981048	tt13555182	1	5
tt15012472	tt13937912	1	123
tt15012714	tt13937912	1	124
tt15024300	tt13937912	1	125
tt15024304	tt13937912	1	122
tt15024320	tt13937912	1	119
tt15024324	tt13937912	1	118
tt15024326	tt13937912	1	117
tt15079516	tt14551046	1	1
tt1509302	tt1381421	1	11
tt15110334	tt15077362	1	3
tt15110344	tt15077362	1	2
tt15126564	tt13097348	\N	\N
tt15146014	tt12423408	3	95
tt15146314	tt12423408	3	106
tt15146326	tt12423408	3	107
tt15146336	tt12423408	3	108
tt15146338	tt12423408	3	109
tt15146348	tt12423408	3	110
tt15146368	tt12423408	3	112
tt15146380	tt12423408	3	113
tt15146384	tt12423408	3	114
tt15146392	tt12423408	3	115
tt15146412	tt12423408	4	2
tt15146416	tt12423408	4	3
tt15146428	tt12423408	4	5
tt15146432	tt12423408	4	6
tt15146442	tt12423408	4	9
tt15146444	tt12423408	4	10
tt15146458	tt12423408	4	16
tt15146466	tt12423408	4	17
tt15146470	tt12423408	4	18
tt15146476	tt12423408	4	20
tt15146478	tt12423408	4	21
tt15146490	tt12423408	4	22
tt15146492	tt12423408	4	23
tt15146494	tt12423408	4	24
tt15146504	tt12423408	4	25
tt15146514	tt12423408	4	26
tt15146520	tt12423408	4	27
tt15146528	tt12423408	4	28
tt15146532	tt12423408	4	29
tt15146600	tt12423408	4	30
tt15146614	tt12423408	4	33
tt15146618	tt12423408	4	34
tt15146622	tt12423408	4	35
tt15146626	tt12423408	4	36
tt15146628	tt12423408	4	37
tt15146654	tt12423408	4	38
tt15146656	tt12423408	4	39
tt15146662	tt12423408	4	40
tt15146664	tt12423408	4	41
tt15146668	tt12423408	4	42
tt15146672	tt12423408	4	43
tt15146676	tt12423408	4	44
tt15146692	tt12423408	4	45
tt15146696	tt12423408	4	46
tt15146698	tt12423408	4	47
tt15146702	tt12423408	4	48
tt15146744	tt12423408	4	8
tt15146754	tt12423408	5	1
tt15146762	tt12423408	5	2
tt15146774	tt12423408	5	3
tt15146778	tt12423408	5	4
tt15146788	tt12423408	5	5
tt15146794	tt12423408	5	6
tt15146802	tt12423408	5	7
tt15146808	tt12423408	5	8
tt15146818	tt12423408	5	9
tt15146822	tt12423408	5	10
tt15146826	tt12423408	5	11
tt15146828	tt12423408	5	12
tt15146838	tt12423408	5	13
tt15146840	tt12423408	5	14
tt15146846	tt12423408	5	15
tt15146848	tt12423408	5	16
tt15146852	tt12423408	5	17
tt15146854	tt12423408	5	18
tt15146858	tt12423408	5	19
tt15146862	tt12423408	6	1
tt15146864	tt12423408	6	2
tt15146886	tt12423408	6	3
tt15146936	tt12423408	6	4
tt15146946	tt12423408	6	5
tt15146970	tt12423408	6	7
tt15146982	tt12423408	6	8
tt15146996	tt12423408	6	9
tt15147006	tt12423408	6	10
tt15147036	tt12423408	6	11
tt15147044	tt12423408	6	12
tt15147062	tt12423408	6	13
tt15147068	tt12423408	6	14
tt15147076	tt12423408	6	15
tt15147090	tt12423408	6	16
tt15147144	tt12423408	6	17
tt15147150	tt12423408	6	18
tt15147156	tt12423408	6	19
tt15147168	tt12423408	6	20
tt15147176	tt12423408	6	21
tt15147182	tt12423408	6	22
tt15147190	tt12423408	6	23
tt15147200	tt12423408	6	24
tt15147206	tt12423408	6	25
tt15147216	tt12423408	6	26
tt15147224	tt12423408	6	27
tt15147228	tt12423408	6	28
tt15147320	tt12423408	7	5
tt15147340	tt12423408	7	6
tt15147350	tt12423408	7	7
tt15147358	tt12423408	7	9
tt15147364	tt12423408	7	10
tt15147370	tt12423408	7	11
tt15147382	tt12423408	7	12
tt15147558	tt12423408	7	13
tt15147572	tt12423408	7	14
tt15147582	tt12423408	7	15
tt15147592	tt12423408	7	16
tt15147594	tt12423408	7	17
tt15147614	tt12423408	7	18
tt15147624	tt12423408	7	19
tt15147640	tt12423408	7	20
tt15147652	tt12423408	7	21
tt15147672	tt12423408	7	22
tt15147680	tt12423408	7	23
tt15147740	tt12423408	7	25
tt15147750	tt12423408	7	26
tt15147752	tt12423408	7	27
tt15147770	tt12423408	7	28
tt15147786	tt12423408	7	29
tt15147796	tt12423408	7	30
tt15147800	tt12423408	7	31
tt15147838	tt12423408	8	1
tt15147858	tt12423408	8	2
tt15147894	tt12423408	8	6
tt15148060	tt12423408	8	8
tt15148062	tt12423408	8	9
tt15148070	tt12423408	8	11
tt15148090	tt12423408	8	12
tt15148094	tt12423408	8	13
tt15148096	tt12423408	8	14
tt15148100	tt12423408	8	16
tt15152428	tt12423408	7	24
tt15196746	tt13555182	1	11
tt15196786	tt13555182	1	12
tt1520600	tt1076942	3	10
tt15209032	tt12423408	8	19
tt15235106	tt14229490	1	1
tt15249756	tt15159270	\N	\N
tt1526670	tt0094460	1	1
tt15274532	tt0407423	62	5
tt1527498	tt1397480	\N	\N
tt15281674	tt15281368	1	2
tt15300706	tt15281840	1	1
tt15300724	tt15281840	1	2
tt15300732	tt15281840	1	3
tt15300742	tt15281840	1	4
tt15300750	tt15281840	1	5
tt15314300	tt15311906	1	1
tt15314320	tt15311906	1	2
tt15314326	tt15311906	1	3
tt15314330	tt15311906	1	4
tt15319658	tt14321632	1	10
tt15319662	tt14321632	1	9
tt15354932	tt14395722	1	9
tt15360926	tt15151704	1	1
tt15360938	tt15151704	1	7
tt15360944	tt15151704	1	10
tt15360948	tt15151704	1	11
tt15360954	tt15151704	1	12
tt15372602	tt13555182	1	13
tt15372618	tt13555182	1	14
tt15375090	tt13557628	2	3
tt15375122	tt13557628	2	4
tt15375280	tt13557628	2	16
tt1537683	tt0431559	\N	\N
tt15410138	tt15206580	1	2
tt15410144	tt15206580	1	4
tt15410146	tt15206580	1	5
tt15410148	tt15206580	1	6
tt15410150	tt15206580	1	7
tt15410152	tt15206580	1	8
tt15410156	tt15206580	1	9
tt15410160	tt15206580	1	10
tt15410168	tt15206580	1	12
tt15410170	tt15206580	1	13
tt15440648	tt13225306	2	1
tt1544458	tt0407423	50	22
tt1544459	tt0407423	50	30
tt1544460	tt0407423	50	9
tt1544461	tt0407423	50	36
tt1544462	tt0407423	50	26
tt1544463	tt0407423	50	35
tt1544464	tt0407423	50	43
tt1544465	tt0407423	14	64
tt15455694	tt0407423	62	2
tt15455708	tt0407423	62	3
tt15455722	tt0407423	62	4
tt15455726	tt0407423	62	6
tt15455736	tt0407423	62	7
tt15455742	tt0407423	62	8
tt15455748	tt0407423	62	9
tt15455762	tt0407423	62	10
tt15455770	tt0407423	62	11
tt15455792	tt0407423	62	12
tt15455802	tt0407423	62	13
tt15455808	tt0407423	62	14
tt15455818	tt0407423	62	15
tt15455828	tt0407423	62	16
tt15455830	tt0407423	62	17
tt15455846	tt0407423	62	18
tt15455856	tt0407423	62	19
tt15455864	tt0407423	62	20
tt15455876	tt0407423	62	21
tt15457194	tt13555182	1	15
tt15459126	tt14827134	1	6
tt15464366	tt0407423	62	1
tt1548068	tt0241383	11	145
tt1548737	tt1397480	\N	\N
tt15501130	tt13555204	1	2
tt15501132	tt13555204	1	3
tt15501184	tt13555182	1	16
tt15522078	tt0094460	\N	\N
tt15522758	tt4489232	9	1
tt1552316	tt0270116	\N	\N
tt1553752	tt1397480	\N	\N
tt15537972	tt0407423	62	22
tt15537988	tt0407423	62	26
tt15539984	tt15381618	1	17
tt15546014	tt14827134	1	9
tt1554834	tt1397480	\N	\N
tt1555793	tt1397480	\N	\N
tt1558199	tt1397480	\N	\N
tt15618820	tt10841904	6	1
tt15618886	tt10841904	6	2
tt15619008	tt10841904	6	3
tt15619072	tt10841904	6	4
tt15619192	tt10841904	6	5
tt15619612	tt10841904	6	6
tt15619744	tt10841904	6	7
tt15625488	tt0407423	62	23
tt15625696	tt0407423	62	24
tt15625986	tt0407423	62	25
tt15626192	tt0407423	62	27
tt15626468	tt0407423	62	28
tt15626568	tt0407423	62	32
tt15626690	tt0407423	62	33
tt15626808	tt0407423	62	29
tt15626832	tt0407423	62	30
tt15627126	tt0407423	62	31
tt15627312	tt15408014	1	7
tt15627544	tt0407423	62	34
tt15628580	tt0407423	62	35
tt15628794	tt0407423	62	37
tt15628912	tt0407423	62	36
tt15628936	tt0407423	62	39
tt15628950	tt0407423	62	38
tt15629124	tt0407423	62	40
tt15629146	tt0407423	62	42
tt15629258	tt0407423	62	43
tt15629412	tt0407423	62	44
tt15629612	tt0407423	62	41
tt15629654	tt0407423	62	45
tt15630214	tt0407423	62	46
tt15630584	tt0407423	62	48
tt15630928	tt0407423	62	47
tt15631834	tt0407423	62	49
tt15631856	tt0407423	62	50
tt15632362	tt0407423	62	51
tt15632466	tt0407423	62	54
tt15632552	tt0407423	62	53
tt15632832	tt0407423	62	52
tt15632904	tt0407423	62	56
tt15633394	tt0407423	62	57
tt15633452	tt0407423	62	55
tt15633638	tt0407423	62	58
tt15634232	tt0407423	62	60
tt15634246	tt0407423	62	59
tt15634468	tt0407423	62	61
tt15654822	tt12564744	3	10
tt1565883	tt1355620	2	1
tt15692222	tt15688938	1	1
tt15699132	tt14715548	1	3
tt15699140	tt14715548	1	4
tt15703844	tt15408014	1	8
tt15709158	tt0407423	62	62
tt15709168	tt0407423	62	63
tt15709178	tt0407423	62	64
tt15709186	tt0407423	62	65
tt15709198	tt0407423	62	66
tt15709206	tt0407423	62	67
tt15751958	tt0407423	29	50
tt15752272	tt12336548	2	2
tt15758234	tt15408014	1	9
tt15758622	tt0407423	62	68
tt15758634	tt0407423	62	69
tt15758640	tt0407423	62	70
tt15758646	tt0407423	62	71
tt15758666	tt0407423	62	72
tt15758690	tt0407423	62	73
tt1577526	tt1563099	1	4
tt1577528	tt1563099	1	6
tt1577531	tt1563099	1	3
tt1578097	tt1355620	2	7
tt15793458	tt0407423	21	51
tt15800132	tt0407423	21	42
tt15806252	tt14715548	1	5
tt15808020	tt13555182	1	17
tt15808152	tt0407423	30	63
tt1581171	tt1355620	2	10
tt1581173	tt1355620	2	12
tt1581178	tt1355620	2	17
tt1581179	tt1355620	2	18
tt1581180	tt1355620	2	2
tt1581181	tt1355620	2	20
tt1581182	tt1355620	2	4
tt1581183	tt1355620	2	5
tt1581184	tt1355620	2	6
tt1581185	tt1355620	2	8
tt1581186	tt1355620	2	9
tt1581495	tt1578652	1	5
tt1581496	tt1578652	1	1
tt1581497	tt1578652	1	2
tt1581498	tt1578652	1	4
tt1581499	tt1578652	1	3
tt15815854	tt0407423	62	74
tt15815876	tt0407423	62	75
tt15815884	tt0407423	62	76
tt15815898	tt0407423	62	77
tt15815912	tt0407423	62	78
tt15815916	tt0407423	62	79
tt1582126	tt1355620	2	19
tt1582293	tt1578652	1	6
tt1582858	tt1578652	1	7
tt1583893	tt1578652	1	8
tt1584308	tt1578652	1	9
tt15846122	tt15822792	1	1
tt15846208	tt15822792	1	2
tt15850590	tt15822792	1	3
tt1585794	tt1578652	1	14
tt1585795	tt1578652	1	16
tt1585796	tt1578652	1	19
tt1585797	tt1578652	1	17
tt1585798	tt1578652	1	10
tt1585799	tt1578652	1	20
tt1585800	tt1578652	1	13
tt1585801	tt1578652	1	15
tt1585802	tt1578652	1	18
tt1585803	tt1578652	1	12
tt1586314	tt1578652	1	11
tt15881960	tt0407423	62	80
tt15881968	tt0407423	62	81
tt15890514	tt0407423	62	82
tt15890586	tt0407423	62	83
tt1589575	tt0075583	4	4
tt1589873	tt0075583	\N	\N
tt1589874	tt0075583	\N	\N
tt1591753	tt0399955	1	1
tt1591764	tt0399955	1	2
tt1609871	tt0866639	1	3
tt16138658	tt16112898	1	1
tt16138672	tt16112898	1	2
tt16138674	tt16112898	1	3
tt16150062	tt15822792	1	4
tt16150402	tt7503960	4	1
tt1615372	tt0075583	4	30
tt16167050	tt15822792	1	5
tt16167146	tt15822792	1	6
tt16171564	tt15822792	1	7
tt16171600	tt15822792	1	8
tt16171630	tt15822792	1	9
tt16191694	tt0094460	1	10
tt16191702	tt0094460	1	14
tt16191704	tt0094460	1	24
tt16191924	tt0094460	1	3
tt16191948	tt0094460	1	5
tt16191952	tt0094460	1	6
tt16191968	tt0094460	1	9
tt16192006	tt0094460	1	13
tt16192044	tt0094460	1	19
tt16192066	tt0094460	1	26
tt16192068	tt0094460	1	21
tt16192124	tt0094460	1	29
tt16192128	tt0094460	1	2
tt16192162	tt0094460	1	4
tt16192194	tt0094460	1	18
tt16192212	tt0094460	1	22
tt16192216	tt0094460	1	30
tt16192304	tt0094460	1	31
tt16192364	tt0094460	1	33
tt16192504	tt0094460	1	12
tt16192518	tt0094460	1	16
tt16192520	tt0094460	1	17
tt16192558	tt0094460	1	20
tt16192570	tt0094460	1	7
tt16192572	tt0094460	1	23
tt16192586	tt0094460	1	25
tt16192602	tt0094460	1	8
tt16192702	tt0094460	1	11
tt16192706	tt0094460	1	15
tt16192852	tt0094460	1	27
tt16192872	tt0094460	1	28
tt16192928	tt0094460	1	34
tt16192984	tt0094460	1	35
tt16193040	tt0094460	1	32
tt16193788	tt0094460	1	41
tt16193808	tt0094460	1	44
tt16193820	tt0094460	1	46
tt16193826	tt0094460	1	47
tt16193834	tt0094460	1	51
tt16193846	tt0094460	1	50
tt16193852	tt0094460	1	52
tt16193862	tt0094460	1	55
tt16193888	tt0094460	1	57
tt16193898	tt0094460	1	60
tt16193902	tt0094460	1	61
tt16193910	tt0094460	1	63
tt16193916	tt0094460	1	68
tt16193924	tt0094460	1	69
tt16193938	tt0094460	1	70
tt16193978	tt0094460	1	76
tt16194056	tt0094460	1	83
tt16194066	tt0094460	1	87
tt16194070	tt0094460	1	88
tt16194084	tt0094460	1	39
tt16194100	tt0094460	1	91
tt16194102	tt0094460	1	92
tt16194116	tt0094460	1	48
tt16194118	tt0094460	1	97
tt16194120	tt0094460	1	95
tt16194148	tt0094460	1	101
tt16194152	tt0094460	1	54
tt16194160	tt0094460	1	104
tt16194164	tt0094460	1	58
tt16194178	tt0094460	1	62
tt16194194	tt0094460	1	72
tt16194196	tt0094460	1	73
tt16194200	tt0094460	1	37
tt16194250	tt0094460	1	93
tt16194256	tt0094460	1	103
tt16194264	tt0094460	1	53
tt16194270	tt0094460	1	36
tt16194274	tt0094460	1	38
tt16194276	tt0094460	1	59
tt16194292	tt0094460	1	77
tt16194294	tt0094460	1	78
tt16194310	tt0094460	1	42
tt16194312	tt0094460	1	43
tt16194320	tt0094460	1	84
tt16194322	tt0094460	1	45
tt16194324	tt0094460	1	40
tt16194326	tt0094460	1	90
tt16194330	tt0094460	1	99
tt16194332	tt0094460	1	56
tt16194334	tt0094460	1	100
tt16194340	tt0094460	1	49
tt16194342	tt0094460	1	66
tt16194344	tt0094460	1	67
tt16194346	tt0094460	1	71
tt16194348	tt0094460	1	74
tt16194350	tt0094460	1	64
tt16194354	tt0094460	1	65
tt16194360	tt0094460	1	75
tt16194368	tt0094460	1	79
tt16194370	tt0094460	1	80
tt16194372	tt0094460	1	81
tt16194376	tt0094460	1	86
tt16194382	tt0094460	1	85
tt16194386	tt0094460	1	96
tt16194390	tt0094460	1	89
tt16194396	tt0094460	1	105
tt16194398	tt0094460	1	94
tt16194402	tt0094460	1	98
tt16194404	tt0094460	1	102
tt16194492	tt0094460	1	107
tt16194494	tt0094460	1	108
tt16194516	tt0094460	1	109
tt16194520	tt0094460	1	110
tt16194524	tt0094460	1	111
tt16194528	tt0094460	1	112
tt16194530	tt0094460	1	113
tt16194532	tt0094460	1	114
tt16194534	tt0094460	1	115
tt16194536	tt0094460	1	116
tt16194538	tt0094460	1	117
tt16194540	tt0094460	1	118
tt16194544	tt0094460	1	119
tt16194546	tt0094460	1	120
tt16194550	tt0094460	1	121
tt16194552	tt0094460	1	122
tt16194554	tt0094460	1	123
tt16194556	tt0094460	1	124
tt16194558	tt0094460	1	126
tt16194560	tt0094460	1	125
tt16194562	tt0094460	1	127
tt16194564	tt0094460	1	128
tt16194568	tt0094460	1	129
tt16194572	tt0094460	1	130
tt16194574	tt0094460	1	131
tt16194576	tt0094460	1	132
tt16194578	tt0094460	1	134
tt16194580	tt0094460	1	133
tt16194582	tt0094460	1	135
tt16194584	tt0094460	1	136
tt16194586	tt0094460	1	137
tt16194590	tt0094460	1	138
tt16194592	tt0094460	1	139
tt16194594	tt0094460	1	140
tt16194596	tt0094460	1	141
tt16194598	tt0094460	1	142
tt16194602	tt0094460	1	143
tt16194604	tt0094460	1	144
tt16194608	tt0094460	1	145
tt16194610	tt0094460	1	146
tt16194614	tt0094460	1	147
tt16194616	tt0094460	1	148
tt16194618	tt0094460	1	149
tt16194620	tt0094460	1	150
tt16194622	tt0094460	1	151
tt16194624	tt0094460	1	152
tt16194628	tt0094460	1	153
tt16194630	tt0094460	1	154
tt16194634	tt0094460	1	155
tt16194636	tt0094460	1	156
tt16194638	tt0094460	1	158
tt16194640	tt0094460	1	157
tt16194642	tt0094460	1	159
tt16194644	tt0094460	1	160
tt16194648	tt0094460	1	161
tt16194652	tt0094460	1	163
tt16194654	tt0094460	1	162
tt16194658	tt0094460	1	164
tt16194660	tt0094460	1	165
tt16194706	tt0094460	1	167
tt16194708	tt0094460	1	168
tt16194710	tt0094460	1	169
tt16194716	tt0094460	1	170
tt16194870	tt0094460	1	174
tt16194874	tt0094460	1	175
tt16194882	tt0094460	1	176
tt16194884	tt0094460	1	177
tt16194886	tt0094460	1	182
tt16194888	tt0094460	1	173
tt16194902	tt0094460	1	180
tt16194906	tt0094460	1	172
tt16194910	tt0094460	1	184
tt16194914	tt0094460	1	183
tt16194922	tt0094460	1	179
tt16194924	tt0094460	1	178
tt16194930	tt0094460	1	185
tt16194932	tt0094460	2	1
tt16194934	tt0094460	1	181
tt16194936	tt0094460	2	3
tt16194944	tt0094460	2	2
tt16194946	tt0094460	2	5
tt16194950	tt0094460	2	7
tt16194952	tt0094460	2	9
tt16194958	tt0094460	2	4
tt16194968	tt0094460	2	8
tt16194972	tt0094460	2	10
tt16194976	tt0094460	2	11
tt16194978	tt0094460	2	12
tt16194980	tt0094460	2	14
tt16194982	tt0094460	2	16
tt16194986	tt0094460	2	15
tt16194992	tt0094460	2	6
tt16194998	tt0094460	2	19
tt16195000	tt0094460	2	17
tt16195002	tt0094460	2	23
tt16195004	tt0094460	2	13
tt16195006	tt0094460	2	18
tt16195008	tt0094460	2	25
tt16195010	tt0094460	2	30
tt16195012	tt0094460	2	22
tt16195014	tt0094460	2	27
tt16195016	tt0094460	2	26
tt16195018	tt0094460	2	21
tt16195020	tt0094460	2	20
tt16195022	tt0094460	2	34
tt16195024	tt0094460	2	32
tt16195026	tt0094460	2	36
tt16195028	tt0094460	2	24
tt16195030	tt0094460	2	28
tt16195032	tt0094460	2	31
tt16195036	tt0094460	2	29
tt16195040	tt0094460	2	45
tt16195042	tt0094460	2	40
tt16195046	tt0094460	2	42
tt16195048	tt0094460	2	38
tt16195050	tt0094460	2	51
tt16195052	tt0094460	2	39
tt16195056	tt0094460	2	50
tt16195058	tt0094460	2	52
tt16195060	tt0094460	2	33
tt16195062	tt0094460	2	47
tt16195064	tt0094460	2	48
tt16195068	tt0094460	2	49
tt16195070	tt0094460	2	46
tt16195072	tt0094460	2	35
tt16195074	tt0094460	2	37
tt16195076	tt0094460	2	41
tt16195078	tt0094460	2	54
tt16195084	tt0094460	2	55
tt16195086	tt0094460	2	61
tt16195090	tt0094460	2	64
tt16195092	tt0094460	2	60
tt16195094	tt0094460	2	43
tt16195096	tt0094460	2	44
tt16195098	tt0094460	2	58
tt16195100	tt0094460	2	53
tt16195102	tt0094460	2	73
tt16195106	tt0094460	2	56
tt16195108	tt0094460	2	63
tt16195110	tt0094460	2	57
tt16195112	tt0094460	2	59
tt16195114	tt0094460	2	68
tt16195118	tt0094460	2	62
tt16195120	tt0094460	2	69
tt16195122	tt0094460	2	70
tt16195124	tt0094460	2	65
tt16195126	tt0094460	2	67
tt16195132	tt0094460	2	66
tt16195134	tt0094460	2	75
tt16195138	tt0094460	2	74
tt16195140	tt0094460	2	71
tt16195144	tt0094460	2	72
tt16211692	tt0094460	2	76
tt16211696	tt0094460	2	77
tt16211706	tt0094460	2	79
tt16211708	tt0094460	2	78
tt16211710	tt0094460	2	80
tt16211714	tt0094460	2	81
tt16211716	tt0094460	2	82
tt16211720	tt0094460	2	83
tt16211722	tt0094460	2	84
tt16211724	tt0094460	2	85
tt16211726	tt0094460	2	87
tt16211728	tt0094460	2	86
tt16211730	tt0094460	2	88
tt16211732	tt0094460	2	89
tt16211736	tt0094460	2	90
tt16211740	tt0094460	2	91
tt16211742	tt0094460	2	92
tt16211744	tt0094460	2	93
tt16211746	tt0094460	2	94
tt16211748	tt0094460	2	95
tt16211750	tt0094460	2	96
tt16211756	tt0094460	2	97
tt16211758	tt0094460	2	98
tt16211762	tt0094460	2	99
tt16211764	tt0094460	2	100
tt16211776	tt0094460	2	101
tt16211778	tt0094460	2	102
tt16211780	tt0094460	2	103
tt16211784	tt0094460	2	104
tt16211786	tt0094460	2	105
tt16211794	tt0094460	2	106
tt16211796	tt0094460	2	107
tt16211798	tt0094460	2	108
tt16211802	tt0094460	2	109
tt16211804	tt0094460	2	110
tt16211820	tt0094460	2	111
tt16211822	tt0094460	2	112
tt16211824	tt0094460	2	113
tt16211830	tt0094460	2	114
tt16211832	tt0094460	2	115
tt16211834	tt0094460	2	116
tt16211838	tt0094460	2	118
tt16211840	tt0094460	2	117
tt16211842	tt0094460	2	119
tt16211846	tt0094460	2	120
tt16211850	tt0094460	2	122
tt16211852	tt0094460	2	121
tt16211854	tt0094460	2	123
tt16211856	tt0094460	2	124
tt16211862	tt0094460	2	125
tt16211864	tt0094460	2	126
tt16211866	tt0094460	2	127
tt16211870	tt0094460	2	128
tt16211874	tt0094460	2	129
tt16211876	tt0094460	2	130
tt16211882	tt0094460	2	131
tt16211884	tt0094460	2	132
tt16211886	tt0094460	2	133
tt16211890	tt0094460	2	134
tt16211892	tt0094460	2	135
tt16211894	tt0094460	2	136
tt16211896	tt0094460	2	137
tt16211898	tt0094460	2	138
tt16211900	tt0094460	2	139
tt16211904	tt0094460	2	140
tt16211908	tt0094460	2	141
tt16211910	tt0094460	2	142
tt16211912	tt0094460	2	144
tt16211914	tt0094460	2	143
tt16211916	tt0094460	2	145
tt16211918	tt0094460	2	146
tt16211920	tt0094460	2	147
tt16211924	tt0094460	2	148
tt16211926	tt0094460	2	149
tt16211928	tt0094460	2	150
tt16211932	tt0094460	2	151
tt16211934	tt0094460	2	153
tt16211936	tt0094460	2	154
tt16211938	tt0094460	2	152
tt16211942	tt0094460	2	155
tt16211944	tt0094460	2	156
tt16211946	tt0094460	2	157
tt16211948	tt0094460	2	158
tt16211950	tt0094460	2	159
tt16211952	tt0094460	2	160
tt16211954	tt0094460	2	161
tt16211956	tt0094460	2	162
tt16211958	tt0094460	2	163
tt16211960	tt0094460	2	164
tt16211962	tt0094460	2	165
tt16211964	tt0094460	2	166
tt16211966	tt0094460	2	167
tt16211968	tt0094460	2	168
tt16211974	tt0094460	2	169
tt16211976	tt0094460	2	170
tt16211978	tt0094460	2	171
tt16211984	tt0094460	2	172
tt16211988	tt0094460	2	173
tt16211990	tt0094460	2	174
tt16211992	tt0094460	2	175
tt16211994	tt0094460	2	177
tt16211996	tt0094460	2	176
tt16211998	tt0094460	2	178
tt16212000	tt0094460	2	179
tt16212002	tt0094460	2	180
tt16212004	tt0094460	2	182
tt16212006	tt0094460	2	181
tt16212010	tt0094460	2	183
tt16212014	tt0094460	2	184
