tconst	parentTconst	seasonNumber	episodeNumber
tt11242672	tt11238614	1	7
tt11242674	tt11238614	1	8
tt11253766	tt0407423	52	43
tt11264470	tt11244786	1	4
tt11264492	tt11244786	1	5
tt11264588	tt11244786	1	6
tt11264662	tt11244786	1	7
tt11264702	tt11244786	1	8
tt11264792	tt11244786	1	9
tt11264816	tt11244786	1	10
tt11264864	tt11244786	1	11
tt11264898	tt11244786	1	12
tt11264926	tt11244786	1	13
tt11265088	tt11244786	1	16
tt11265222	tt11244786	1	17
tt11265270	tt11244786	1	18
tt11284360	tt11207734	2	42
tt11291248	tt11291234	1	1
tt11291250	tt11291234	1	2
tt11291252	tt11291234	1	3
tt11291258	tt11291234	1	4
tt11291260	tt11291234	1	5
tt11291264	tt11291234	1	8
tt11291272	tt11291234	1	6
tt1129461	tt1126592	1	5
tt11295700	tt0407423	52	90
tt11300098	tt0407423	60	87
tt11300114	tt0407423	60	88
tt11300150	tt0407423	60	89
tt11300192	tt0407423	60	90
tt11300344	tt0407423	60	91
tt11300366	tt0407423	60	92
tt11300378	tt0407423	60	93
tt11300406	tt0407423	60	94
tt11300414	tt0407423	60	95
tt11300420	tt0407423	60	96
tt11300440	tt0407423	60	97
tt11300446	tt0407423	60	98
tt11300450	tt0407423	60	99
tt11300454	tt0407423	60	100
tt11300462	tt0407423	60	101
tt11300470	tt0407423	60	102
tt11300480	tt0407423	60	103
tt11300488	tt0407423	60	104
tt11300516	tt0407423	60	105
tt1131158	tt0983411	1	1
tt11317488	tt9537090	1	2
tt11317502	tt9537090	1	3
tt11317504	tt9537090	1	4
tt11317506	tt9537090	1	5
tt11322940	tt11317550	1	2
tt11323010	tt11317550	1	3
tt11323398	tt9537090	1	6
tt1132924	tt0870039	1	8
tt1133128	tt0407423	47	45
tt1133129	tt0407423	48	10
tt11347948	tt9532278	1	1
tt11352710	tt9022950	1	60
tt1136256	tt0870039	1	9
tt1136346	tt0384744	1	2
tt1136348	tt0384744	1	4
tt11378518	tt5347876	4	6
tt11378522	tt5347876	4	7
tt11378526	tt5347876	4	8
tt11378528	tt5347876	4	9
tt11378532	tt5347876	4	10
tt11378534	tt5347876	4	11
tt11378538	tt5347876	4	13
tt11385940	tt4654002	\N	\N
tt1141172	tt0101188	5	7
tt1141911	tt0094460	1	166
tt1141912	tt0094460	\N	\N
tt11433558	tt10768188	6	6
tt11440092	tt6987380	6	2
tt11444562	tt4489232	7	17
tt11444584	tt4489232	7	18
tt11464370	tt11464266	1	1
tt1146804	tt0101188	2	20
tt11493078	tt4489232	7	19
tt11495958	tt0407423	47	110
tt11496156	tt11464266	1	2
tt11511782	tt0407423	52	67
tt1151694	tt0101188	2	14
tt11517930	tt0407423	52	68
tt11530232	tt11524214	1	1
tt11530266	tt0407423	52	88
tt11530900	tt1578652	11	1
tt11530902	tt1578652	11	2
tt11530910	tt1578652	11	3
tt11530912	tt1578652	11	4
tt11530920	tt1578652	11	5
tt11530924	tt1578652	11	6
tt11530926	tt1578652	11	7
tt11530930	tt1578652	11	8
tt11530934	tt1578652	11	9
tt11530936	tt1578652	11	10
tt11534834	tt0407423	52	91
tt11534872	tt0407423	52	104
tt1154079	tt0984168	\N	\N
tt11549774	tt0407423	60	106
tt1155178	tt0384744	1	5
tt11563046	tt0407423	\N	\N
tt11563978	tt0407423	60	107
tt11563980	tt0407423	60	108
tt11574630	tt11464266	1	3
tt11580202	tt4489232	7	20
tt11580290	tt0407423	52	108
tt1159155	tt0101188	4	1
tt11608836	tt0407423	52	109
tt11621416	tt11464266	1	4
tt11621614	tt0407423	52	110
tt11627466	tt1578652	11	11
tt11627484	tt1578652	11	12
tt11627500	tt1578652	11	13
tt11627516	tt1578652	11	14
tt11627522	tt1578652	11	15
tt11645062	tt0407423	60	109
tt11667036	tt11464266	1	5
tt11668300	tt0407423	53	28
tt11669372	tt10085008	3	1
tt11669380	tt10085008	3	2
tt11669434	tt10085008	3	3
tt11690864	tt11317550	1	5
tt11690874	tt11317550	1	8
tt11690882	tt11317550	1	9
tt11690884	tt11317550	1	10
tt11691658	tt11317550	1	7
tt1171948	tt0101188	6	18
tt11724080	tt0407423	53	32
tt11725448	tt8523124	3	2
tt11728482	tt11464266	1	6
tt11736920	tt11723984	1	1
tt11737022	tt0407423	53	33
tt11742784	tt0407423	53	36
tt11748058	tt0407423	53	37
tt11748924	tt0407423	53	43
tt11752684	tt0407423	53	48
tt11753520	tt0407423	53	52
tt11753536	tt0407423	53	53
tt11753556	tt0407423	53	60
tt11757594	tt0407423	53	63
tt11758028	tt0407423	53	66
tt11758184	tt0407423	53	72
tt11759260	tt0407423	53	76
tt11759446	tt0407423	53	84
tt11764652	tt0407423	53	85
tt11765130	tt0407423	53	88
tt11771218	tt0407423	53	103
tt11797362	tt0407423	53	104
tt1185794	tt0240295	\N	\N
tt11858020	tt0407423	\N	\N
tt1185824	tt0360314	\N	\N
tt11861814	tt9812756	3	2
tt11905770	tt0407423	\N	\N
tt11905772	tt0407423	\N	\N
tt11905774	tt0407423	\N	\N
tt11905776	tt0407423	\N	\N
tt11905778	tt0407423	\N	\N
tt11905780	tt0407423	\N	\N
tt11905790	tt0407423	\N	\N
tt11905794	tt0407423	\N	\N
tt11905802	tt0407423	\N	\N
tt11905818	tt0407423	\N	\N
tt1192540	tt0101188	9	7
tt11940806	tt11045036	1	1
tt11940858	tt11045036	1	2
tt11947570	tt0407423	\N	\N
tt11947572	tt0407423	\N	\N
tt11952438	tt11045036	1	3
tt11952440	tt11045036	1	4
tt11958056	tt11045036	1	5
tt11958060	tt11045036	1	6
tt11958062	tt11045036	1	7
tt11958064	tt11045036	1	8
tt12017142	tt12015730	2	13
tt12017144	tt12015730	2	14
tt1203184	tt0407423	48	107
tt12053790	tt12053732	1	5
tt12053794	tt12053732	1	6
tt12056430	tt10724306	1	1
tt12056614	tt10724306	1	2
tt12056620	tt10724306	1	3
tt12056776	tt10724306	1	4
tt12060452	tt8541850	\N	\N
tt1208052	tt0989125	9	48
tt1209114	tt0101188	3	18
tt12094082	tt9532278	1	2
tt12133724	tt6987380	6	7
tt12133734	tt6987380	6	3
tt12133738	tt6987380	6	5
tt12133740	tt6987380	6	6
tt12133742	tt6987380	6	4
tt12133808	tt6987380	6	8
tt12145708	tt12143924	1	1
tt12150412	tt12112020	4	12
tt12150458	tt12112020	4	25
tt12157846	tt12150240	2	10
tt12157868	tt12150240	2	11
tt12158368	tt12143924	1	2
tt12183030	tt12181026	1	2
tt12193830	tt11494400	1	19
tt12197020	tt12196730	1	1
tt12197028	tt12196730	1	2
tt12197030	tt12196730	1	3
tt12197034	tt12196730	1	4
tt12197038	tt12196730	1	5
tt12204440	tt12143924	1	3
tt12204442	tt12143924	1	4
tt12211514	tt12204002	1	10
tt12305038	tt12287656	1	1
tt12305046	tt12287656	1	2
tt12331748	tt0896232	\N	\N
tt12344026	tt12287656	1	3
tt1236140	tt0101188	1	2
tt1236751	tt1224277	1	3
tt1237244	tt0101188	1	3
tt1237245	tt0101188	1	9
tt1237246	tt0101188	1	12
tt1237247	tt0101188	1	13
tt1237248	tt0101188	1	8
tt1237249	tt0101188	1	6
tt12381004	tt6987380	6	9
tt12418328	tt7932562	1	7
tt1241964	tt0360314	\N	\N
tt12429042	tt10203450	1	24
tt1243819	tt0101188	4	10
tt12439862	tt12423408	1	13
tt12445082	tt12423408	1	17
tt12445538	tt10203450	1	26
tt12447442	tt12423408	1	19
tt12447556	tt12423408	1	20
tt12451900	tt10203450	1	27
tt12452110	tt12423408	1	25
tt12452182	tt12423408	1	26
tt12452978	tt4489232	8	1
tt12457664	tt10203450	2	1
tt12463754	tt12169430	1	5
tt12463768	tt12169430	1	9
tt12469376	tt12423408	2	8
tt1247054	tt0101188	2	10
tt1247055	tt0101188	4	3
tt12476556	tt12287656	1	4
tt12476574	tt12287656	1	5
tt1249530	tt0424608	1	17
tt12510712	tt12423408	2	14
tt1251930	tt0984168	1	31
tt12532364	tt8689848	5	1
tt12539164	tt7678620	2	26
tt12542022	tt0088552	1	3
tt1256207	tt0454717	\N	\N
tt1256212	tt0454717	\N	\N
tt12572022	tt11524214	1	3
tt12589718	tt12513696	1	1
tt12589720	tt12513696	1	2
tt12589722	tt12513696	1	3
tt12593932	tt12169430	1	10
tt12624410	tt12624348	1	5
tt12638392	tt12423408	2	20
tt12638422	tt12423408	2	21
tt12642912	tt12615706	1	1
tt12665712	tt12513696	1	5
tt12665788	tt12513696	1	4
tt12680312	tt12423408	2	22
tt12681068	tt12615706	1	2
tt1269656	tt1176156	1	1
tt1269721	tt1210365	1	8
tt12700254	tt12423408	2	27
tt12700260	tt12423408	2	28
tt12700268	tt12423408	2	29
tt12700274	tt12423408	3	1
tt12700294	tt12423408	3	2
tt12700308	tt12423408	3	3
tt12700310	tt12423408	3	4
tt12700314	tt12423408	3	5
tt12700316	tt12423408	3	6
tt12702530	tt12423408	3	7
tt12702538	tt12423408	3	8
tt12702540	tt12423408	3	9
tt12702554	tt12423408	3	10
tt12702584	tt12423408	3	11
tt12702590	tt12423408	3	12
tt12702890	tt12423408	3	13
tt12702902	tt12423408	3	14
tt12703106	tt12423408	3	15
tt12703356	tt12423408	3	16
tt12703388	tt12287656	1	7
tt12709058	tt12423408	3	17
tt12709066	tt12423408	3	18
tt12709076	tt12423408	3	19
tt12709082	tt12423408	3	20
tt12712616	tt12423408	3	21
tt12712626	tt12423408	3	22
tt12712644	tt12423408	3	23
tt12712652	tt12423408	3	24
tt12712664	tt12423408	3	25
tt12712712	tt12423408	3	26
tt12712754	tt12423408	3	27
tt12715380	tt12423408	3	28
tt12719288	tt11317550	1	6
tt12719848	tt12615706	1	3
tt1273143	tt0101188	3	4
tt1273937	tt0870039	1	5
tt12749394	tt9603114	2	1
tt12754148	tt12483172	1	4
tt12788458	tt12423408	3	31
tt1278979	tt0240295	\N	\N
tt12799226	tt12423408	3	49
tt12799238	tt12423408	3	50
tt12799246	tt12423408	3	51
tt12799256	tt12423408	3	52
tt12799264	tt12423408	3	53
tt12799270	tt12423408	3	54
tt12799278	tt12423408	3	55
tt12799286	tt12423408	3	56
tt12799292	tt12423408	3	57
tt12799294	tt12423408	3	58
tt12799324	tt12423408	3	60
tt12799334	tt12423408	3	61
tt12799346	tt12423408	3	62
tt12799374	tt12423408	3	63
tt12799390	tt12423408	3	65
tt12799398	tt12423408	3	66
tt12799406	tt12423408	3	67
tt12832834	tt2073912	\N	\N
tt12862890	tt4489232	8	2
tt12868004	tt12513696	1	7
tt12868006	tt12513696	1	6
tt12868010	tt12513696	1	10
tt12868016	tt12513696	1	9
tt12868020	tt12513696	1	8
tt12879648	tt10627300	2	2
tt1288277	tt0891100	3	4
tt1291342	tt0101188	3	21
tt1291344	tt0101188	2	12
tt1291345	tt0101188	2	16
tt1291346	tt0101188	2	2
tt1291348	tt0101188	3	5
tt1291349	tt0101188	3	25
tt1291350	tt0101188	3	12
tt1291351	tt0101188	3	13
tt1291352	tt0101188	2	25
tt1291353	tt0101188	3	1
tt1291354	tt0101188	2	8
tt1291355	tt0101188	3	10
tt1291356	tt0101188	3	11
tt1291358	tt0101188	3	23
tt1291359	tt0101188	2	23
tt1291360	tt0101188	2	7
tt1291361	tt0101188	2	18
tt1291362	tt0101188	3	17
tt1291363	tt0101188	3	15
tt1291364	tt0101188	2	9
tt1291366	tt0101188	3	14
tt1291367	tt0101188	2	17
tt1291368	tt0101188	2	6
tt1291369	tt0101188	3	9
tt1291370	tt0101188	3	20
tt1291371	tt0101188	3	6
tt1291372	tt0101188	2	3
tt1291373	tt0101188	2	22
tt1291374	tt0101188	3	3
tt1291375	tt0101188	2	15
tt1291376	tt0101188	3	7
tt12915844	tt12513696	1	11
tt1292593	tt0870039	1	4
tt12928590	tt12513696	1	12
tt12928796	tt6987380	6	10
tt12928814	tt6987380	6	11
tt12966252	tt12423408	3	72
tt1300755	tt0101188	6	30
tt1300756	tt0101188	6	32
tt1300757	tt0101188	6	33
tt1300758	tt0101188	6	29
tt1300759	tt0101188	6	31
tt1300760	tt0101188	6	26
tt13013520	tt4489232	8	3
tt13015046	tt12985634	1	2
tt13016544	tt12996868	1	2
tt13027154	tt12513696	1	14
tt13027158	tt12513696	1	13
tt1302969	tt0870039	1	11
tt1302970	tt0870039	1	10
tt13034650	tt12699564	1	17
tt13045562	tt6987380	6	12
tt13055686	tt12192534	1	1
tt13055748	tt12192534	1	2
tt13055806	tt12192534	1	3
tt13055848	tt12192534	1	4
tt13061788	tt12513696	1	15
tt1306434	tt0870039	1	13
tt13065534	tt3593456	8	1
tt13067400	tt12996868	1	3
tt13079402	tt13066464	1	5
tt13081036	tt11207734	4	1
tt13083228	tt0407423	61	1
tt13083236	tt0407423	61	2
tt13083244	tt0407423	61	3
tt13083264	tt0407423	61	5
tt13083280	tt0407423	61	6
tt13083288	tt0407423	61	7
tt13083308	tt0407423	61	8
tt13083328	tt0407423	61	9
tt13083332	tt0407423	61	10
tt13083346	tt0407423	61	11
tt13083396	tt0407423	61	12
tt13083436	tt0407423	61	13
tt13083464	tt0407423	61	14
tt13083510	tt0407423	61	15
tt13083544	tt0407423	61	16
tt13083694	tt0407423	61	17
tt13083728	tt0407423	61	18
tt13083804	tt0407423	61	19
tt13083810	tt0407423	61	20
tt13083828	tt0407423	61	21
tt13083834	tt0407423	61	22
tt13083842	tt0407423	61	23
tt13083850	tt0407423	61	24
tt13083908	tt0407423	61	25
tt13084284	tt0407423	61	4
tt13091048	tt13090994	1	1
tt13091180	tt13090994	1	2
tt13119184	tt11207734	4	2
tt1313824	tt1310629	1	6
tt1313825	tt1310629	1	3
tt1313826	tt1310629	1	5
tt1313829	tt1310629	1	8
tt1313830	tt1310629	1	1
tt1313832	tt1310629	1	2
tt1314253	tt0188338	1	11
tt1314326	tt0844465	1	5
tt1315159	tt0101188	7	13
tt1315160	tt0101188	8	13
tt1315161	tt0101188	6	27
tt1315162	tt0101188	7	9
tt1315163	tt0101188	4	15
tt1315164	tt0101188	7	1
tt1315165	tt0101188	5	10
tt1315166	tt0101188	8	11
tt1315167	tt0101188	7	5
tt1315168	tt0101188	6	6
tt1315169	tt0101188	7	8
tt1315170	tt0101188	7	7
tt1315171	tt0101188	6	2
tt1315172	tt0101188	6	15
tt1315173	tt0101188	6	28
tt1315174	tt0101188	9	3
tt1315175	tt0101188	5	3
tt1315176	tt0101188	8	26
tt1315177	tt0101188	8	9
tt1315178	tt0101188	7	10
tt1315179	tt0101188	7	6
tt1315180	tt0101188	7	2
tt1315181	tt0101188	4	8
tt1315182	tt0101188	6	9
tt1315183	tt0101188	5	2
tt1315184	tt0101188	6	4
tt1315185	tt0101188	8	10
tt1315186	tt0101188	7	11
tt1315187	tt0101188	6	23
tt1315188	tt0101188	6	25
tt1315189	tt0101188	6	24
tt1315190	tt0101188	4	11
tt1315191	tt0101188	8	5
tt1315192	tt0101188	4	5
tt1315193	tt0101188	6	3
tt1315194	tt0101188	4	14
tt1315195	tt0101188	10	1
tt1315196	tt0101188	6	19
tt1315197	tt0101188	4	12
tt1315198	tt0101188	6	21
tt1315199	tt0101188	6	14
tt1315200	tt0101188	4	4
tt1315201	tt0101188	6	5
tt1315202	tt0101188	8	6
tt1315203	tt0101188	8	7
tt1315204	tt0101188	6	12
tt1315205	tt0101188	6	8
tt1315206	tt0101188	9	4
tt1315207	tt0101188	5	9
tt1315208	tt0101188	5	8
tt1315209	tt0101188	6	17
tt1315210	tt0101188	6	7
tt13152884	tt11207734	4	3
tt1315329	tt0101188	8	12
tt1315331	tt0101188	7	12
tt1315333	tt0101188	6	22
tt1315334	tt0101188	9	5
tt1315335	tt0101188	10	2
tt1315540	tt0101188	9	13
tt13171476	tt13169180	1	1
tt13173378	tt0407423	61	26
tt13173392	tt0407423	61	27
tt13173406	tt0407423	61	28
tt13173418	tt0407423	61	29
tt13173434	tt0407423	61	30
tt13173438	tt0407423	61	31
tt13173454	tt0407423	61	32
tt13173458	tt4489232	8	4
tt13173464	tt0407423	61	33
tt13173490	tt0407423	61	34
tt13173508	tt0407423	61	35
tt13173532	tt0407423	61	36
tt13173542	tt0407423	61	37
tt13175842	tt13169180	1	2
tt13207590	tt6987380	6	13
tt13223416	tt0407423	61	38
tt13223422	tt0407423	61	39
tt13223428	tt0407423	61	40
tt13223436	tt0407423	61	41
tt13223446	tt0407423	61	42
tt13223450	tt0407423	61	43
tt13252254	tt7491928	3	8
tt13252268	tt7491928	3	9
tt13273720	tt13254818	1	4
tt13280392	tt11464266	2	1
tt13292060	tt9603114	2	2
tt13297308	tt8223802	1	2
tt13299874	tt13169180	1	3
tt13299888	tt13169180	1	4
tt13310398	tt0407423	61	44
tt13310424	tt0407423	61	45
tt13310428	tt0407423	61	46
tt13310436	tt0407423	61	47
tt13310444	tt0407423	61	48
tt13310446	tt0407423	61	49
tt13329038	tt12562262	1	32
tt1333749	tt0397787	1	1
tt13343042	tt13305554	1	0
tt1334802	tt1332130	1	11
tt13373928	tt0407423	1	1
tt13374814	tt13305554	1	1
tt13378538	tt0407423	1	4
tt13378598	tt0407423	1	6
tt13378706	tt0407423	1	10
tt13378796	tt0407423	1	11
tt13378866	tt0407423	1	12
tt13378968	tt0407423	1	13
tt13379034	tt0407423	1	18
tt13379072	tt0407423	1	19
tt13379136	tt0407423	1	24
tt13379196	tt0407423	1	30
tt13379280	tt0407423	1	35
tt13379344	tt0407423	1	41
tt13379358	tt0407423	1	42
tt13379366	tt0407423	1	48
tt13379382	tt0407423	1	54
tt13379412	tt0407423	1	60
tt13379444	tt0407423	1	61
tt13379508	tt0407423	1	65
tt13379558	tt0407423	1	66
tt13379596	tt0407423	1	71
tt13379616	tt0407423	1	72
tt13383942	tt0407423	61	50
tt13383986	tt0407423	61	51
tt13384002	tt0407423	61	52
tt13384014	tt0407423	61	53
tt13384056	tt0407423	61	54
tt13384066	tt0407423	61	55
tt13392748	tt7491928	3	10
tt13403284	tt11464266	2	2
tt13408888	tt0407423	61	56
tt13408912	tt0407423	61	57
tt13408916	tt0407423	61	58
tt13409488	tt12996868	1	5
tt13410148	tt11207734	4	9
tt13411254	tt13305554	1	2
tt13411320	tt13305554	1	3
tt13412576	tt9646546	5	4
tt13435668	tt13169180	1	7
tt13436290	tt13169180	1	9
tt13444810	tt11464266	2	3
tt13445574	tt7503960	3	1
tt13457712	tt12996868	1	6
tt13458318	tt8689848	\N	\N
tt13464652	tt13464516	1	3
tt13465082	tt13464516	2	2
tt13471688	tt13182334	2	1
tt13471692	tt13182334	2	2
tt13476914	tt0407423	61	59
tt13476916	tt0407423	61	60
tt13476922	tt0407423	61	61
tt13476932	tt0407423	61	62
tt13476944	tt0407423	61	63
tt13476954	tt0407423	61	64
tt13482670	tt12996868	1	7
tt13488634	tt13485514	1	9
tt13489946	tt6987380	6	14
tt13490204	tt11464266	2	4
tt13491404	tt13477796	1	1
tt13492550	tt13464516	2	4
tt13497038	tt13305554	1	6
tt13497040	tt13305554	1	7
tt13497042	tt13305554	1	4
tt13497046	tt13305554	1	5
tt13497048	tt13305554	1	8
tt13515202	tt0407423	61	65
tt13515210	tt0407423	61	66
tt13515214	tt0407423	61	67
tt13515222	tt0407423	61	68
tt13515230	tt0407423	61	69
tt13515238	tt0407423	61	70
tt13515244	tt0407423	61	71
tt13538288	tt0407423	4	49
tt13544062	tt11464266	2	5
tt13544070	tt13317228	1	2
tt13552486	tt13169180	1	10
tt13555390	tt13555182	1	20
tt13555412	tt13555204	1	20
tt13555908	tt4489232	8	5
tt13563832	tt13562778	1	5
tt13572018	tt13464516	2	7
tt13572026	tt13464516	2	8
tt13579078	tt0407423	2	73
tt13580804	tt11464266	2	6
tt13584256	tt0407423	3	73
tt13598044	tt0407423	61	72
tt13598058	tt0407423	61	73
tt13598078	tt0407423	61	74
tt13598088	tt0407423	61	75
tt13598110	tt0407423	61	76
tt13598118	tt0407423	61	77
tt13598148	tt0407423	61	78
tt13602928	tt13091748	1	1
tt13603064	tt13091748	1	2
tt13603232	tt13091748	1	3
tt13603702	tt13416662	1	2
tt13609550	tt0407423	2	10
tt13622896	tt11464266	2	7
tt13623708	tt0407423	61	79
tt13623710	tt0407423	61	80
tt13623714	tt0407423	61	81
tt13623720	tt0407423	61	82
tt13623734	tt0407423	61	83
tt13623736	tt0407423	61	84
tt13623740	tt0407423	61	85
tt13629498	tt13305554	1	9
tt13629522	tt13305554	1	10
tt13629574	tt13305554	1	11
tt13629602	tt13305554	1	12
tt13629634	tt13305554	1	13
tt13651248	tt0407423	2	11
tt13663104	tt0407423	2	12
tt13663294	tt0407423	2	17
tt13663304	tt9826524	2	7
tt13668822	tt0407423	2	18
tt13675064	tt0407423	2	24
tt13675264	tt0407423	2	30
tt13675284	tt0407423	2	36
tt13675328	tt0407423	2	42
tt13675368	tt0407423	2	43
tt13675390	tt0407423	2	48
tt1367840	tt0407423	26	82
tt1367841	tt0407423	49	37
tt1367842	tt0407423	49	67
tt1367843	tt0407423	41	14
tt1367844	tt0407423	49	19
tt1367845	tt0407423	49	44
tt1367846	tt0407423	49	21
tt1367847	tt0407423	49	74
tt1367848	tt0407423	49	28
tt1367849	tt0407423	49	9
tt1367850	tt0407423	49	81
tt1367851	tt0407423	49	104
tt1367852	tt0407423	49	55
tt1367853	tt0407423	49	4
tt1367854	tt0407423	49	68
tt1367855	tt0407423	22	39
tt1367856	tt0407423	49	66
tt13679730	tt13182334	2	3
tt13680314	tt0407423	2	54
tt13680316	tt0407423	2	60
tt13680322	tt0407423	2	61
tt13680326	tt0407423	2	64
tt13680332	tt0407423	2	66
tt13680338	tt0407423	2	70
tt13680682	tt0407423	61	86
tt13680688	tt0407423	61	87
tt13680694	tt0407423	61	88
tt13680710	tt0407423	61	89
tt13680720	tt0407423	61	90
tt13680746	tt0407423	61	91
tt13687406	tt0407423	3	1
tt13693224	tt0407423	3	4
tt13698520	tt0407423	3	9
tt13698552	tt0407423	3	10
tt13698576	tt0407423	3	11
tt13698592	tt0407423	3	12
tt13698628	tt0407423	3	13
tt13698648	tt0407423	3	30
tt13698682	tt0407423	3	36
tt13698720	tt0407423	3	37
tt13698758	tt0407423	3	42
tt13698832	tt0407423	3	44
tt13698948	tt0407423	3	49
tt13698998	tt0407423	3	55
tt13699022	tt0407423	3	61
tt13699032	tt0407423	3	66
tt13699074	tt0407423	3	71
tt13725348	tt0407423	61	92
tt13725384	tt0407423	61	93
tt13725406	tt0407423	61	94
tt13725450	tt0407423	61	95
tt13725498	tt0407423	61	96
tt13725538	tt0407423	61	97
tt13725558	tt0407423	61	98
tt13725572	tt0407423	61	99
tt13725580	tt0407423	61	100
tt13725604	tt0407423	61	101
tt13725644	tt0407423	61	102
tt13725680	tt0407423	61	103
tt1374378	tt0217211	13	107
tt13748714	tt13305554	1	14
tt13749138	tt13305554	1	15
tt13749238	tt13305554	1	16
tt13749482	tt13305554	1	17
tt1375586	tt0131166	1	1
tt13756438	tt13690458	1	1
tt13769700	tt0407423	3	67
tt13772538	tt0407423	\N	\N
tt1378085	tt0055681	3	35
tt13781270	tt13464516	2	17
tt13784724	tt0407423	4	1
tt13784748	tt0407423	4	4
tt13784790	tt0407423	4	5
tt13784828	tt0407423	4	6
tt13784884	tt0407423	4	9
tt13784938	tt0407423	4	10
tt13785102	tt0407423	4	11
tt13785136	tt0407423	4	15
tt13785180	tt0407423	4	16
tt13785218	tt0407423	4	21
tt13785252	tt0407423	4	22
tt13785308	tt0407423	4	29
tt13785358	tt0407423	4	40
tt13785406	tt0407423	4	42
tt13785422	tt0407423	4	55
tt13785430	tt0407423	4	60
tt13785456	tt0407423	4	61
tt13785504	tt0407423	4	62
tt13812798	tt0407423	\N	\N
tt13815008	tt13098616	2	2
tt13818898	tt0407423	\N	\N
tt13856944	tt13305554	1	18
tt13857052	tt13305554	1	19
tt13857348	tt13305554	1	20
tt13862728	tt0407423	4	56
tt13862746	tt0407423	4	66
tt13863424	tt0407423	\N	\N
tt13863774	tt9826524	2	12
tt13878204	tt13690458	1	4
tt13889906	tt13135616	1	85
tt13902754	tt9826524	2	22
tt13911846	tt0407423	\N	\N
tt13912720	tt0407423	\N	\N
tt13921652	tt13464516	2	21
tt13921660	tt13464516	2	22
tt13937124	tt0407423	56	110
tt13943202	tt0407423	17	62
tt13956858	tt13950332	1	1
tt13956862	tt13950332	1	2
tt13956868	tt13950332	1	3
tt13956870	tt13950332	1	4
tt13956874	tt13950332	1	5
tt13956880	tt13950332	1	6
tt13963196	tt13962606	1	1
tt13971594	tt13305554	1	21
tt13975742	tt13464516	2	23
tt13975794	tt13464516	2	24
tt13977256	tt10009766	3	7
tt13990440	tt13850952	1	6
tt13992574	tt13098616	2	3
tt13998190	tt0407423	20	89
tt14036674	tt14035344	1	1
tt14040920	tt13464516	2	25
tt14040952	tt13464516	2	26
tt14043772	tt13305554	1	22
tt14044780	tt14039388	1	1
tt14044794	tt14039388	1	2
tt14044814	tt14039388	1	3
tt14044820	tt14039388	1	4
tt14044840	tt14039388	1	5
tt14044844	tt14039388	1	6
tt14050546	tt0407423	24	109
tt14050628	tt0407423	46	116
tt14066872	tt4489232	8	6
tt14069140	tt1850596	17	5
tt14075356	tt13464516	2	27
tt14075364	tt13464516	2	28
tt14107232	tt9603114	3	1
tt14116932	tt13416662	2	1
tt14121482	tt11820524	1	2
tt14130486	tt14122476	1	3
tt14134490	tt0407423	49	84
tt14135712	tt0407423	51	73
tt14142132	tt13528822	1	10
tt14142292	tt0407423	\N	\N
tt14143098	tt3052000	1	10
tt14143242	tt13305554	1	23
tt14146656	tt13925252	2	1
tt14150852	tt3052000	1	11
tt14150888	tt3052000	1	13
tt14150910	tt3052000	1	14
tt14151038	tt3052000	1	22
tt14151058	tt3052000	1	23
tt14151126	tt3052000	1	28
tt14151132	tt3052000	1	29
tt14151148	tt3052000	1	30
tt14151166	tt3052000	1	31
tt14151176	tt3052000	1	32
tt14151180	tt3052000	1	33
tt14151192	tt3052000	1	34
tt14151200	tt3052000	1	35
tt14151210	tt3052000	1	36
tt14151224	tt3052000	1	37
tt14151232	tt3052000	1	38
tt14151236	tt3052000	1	40
tt14151238	tt3052000	1	39
tt14151244	tt3052000	1	43
tt14151252	tt3052000	1	44
tt14151264	tt3052000	1	42
tt14151272	tt3052000	1	41
tt14151292	tt3052000	1	45
tt14151304	tt3052000	1	46
tt14151312	tt3052000	1	47
tt14151320	tt3052000	1	48
tt14151328	tt3052000	1	49
tt14151340	tt3052000	1	50
tt14151356	tt3052000	1	51
tt14151362	tt3052000	1	52
tt14151366	tt3052000	1	53
tt14151376	tt3052000	1	54
tt14167694	tt13098616	2	7
tt14178628	tt13464516	2	32
tt14192380	tt0407423	1	8
tt14208678	tt0407423	1	9
tt14227330	tt0407423	1	63
tt14227378	tt13464516	2	33
tt1423599	tt1410265	1	1
tt14237302	tt12872884	1	20
tt14253434	tt13305554	1	24
tt14257558	tt13788874	1	32
tt14257564	tt13788874	1	33
tt14288628	tt4489232	8	7
tt14296154	tt13305554	1	25
tt14303266	tt11256260	2	28
tt14316488	tt1447832	1	26
tt14316652	tt14316162	1	1
tt14316708	tt14316162	2	3
tt14316744	tt14316162	2	9
tt14316746	tt14316162	2	10
tt14316772	tt14316618	1	3
tt14316816	tt14316618	2	6
tt14316828	tt14316618	2	9
tt14318168	tt14317002	1	1
tt14330522	tt13305554	1	26
tt14330812	tt14317002	1	8
tt1434627	tt1367144	2	17
tt1434629	tt1367144	1	6
tt14366736	tt13773990	2	1
tt14366826	tt13773990	2	2
tt14366926	tt13773990	2	3
tt14366964	tt13773990	2	4
tt14366974	tt13773990	2	5
tt14366988	tt13773990	2	6
tt14367014	tt13773990	2	7
tt14367042	tt13773990	2	8
tt14367516	tt13773990	2	9
tt14367532	tt13773990	2	10
tt14367606	tt13773990	2	11
