tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0380982	tvSpecial	The 1995 Fox Rock 'N Roll Skating Championships	The 1995 Fox Rock 'N Roll Skating Championships	0	1995	\N	120	['Music', 'Sport']
tt0381772	tvSeries	Jakers! The Adventures of Piggley Winks	Jakers! The Adventures of Piggley Winks	0	2003	2007	30	['Adventure', 'Animation', 'Comedy']
tt0381817	tvSeries	Trash to Cash with John DiResta	Trash to Cash with John DiResta	0	2003	\N	30	['Comedy']
tt0382213	movie	Operación jaguar	Operación jaguar	0	1990	\N	90	['Action']
tt0382756	tvEpisode	Sheryl Crow	Sheryl Crow	0	2003	\N	\N	['Biography', 'Documentary']
tt0383222	movie	BloodRayne	BloodRayne	0	2005	\N	95	['Action', 'Fantasy', 'Horror']
tt0383624	short	Sell in Hell	Sell in Hell	0	2003	\N	6	['Comedy', 'Short']
tt0384423	tvMovie	Die Perser	Die Perser	0	1966	\N	84	['Drama']
tt0384798	movie	Aimee Semple McPherson	Aimee Semple McPherson	0	2006	\N	110	['Biography', 'Drama']
tt0385423	tvSeries	Impact: Stories of Survival	Impact: Stories of Survival	0	2002	\N	\N	['Documentary']
tt0386241	tvSeries	Straight Plan for the Gay Man	Straight Plan for the Gay Man	0	2004	\N	\N	['Comedy', 'Reality-TV']
tt0386676	tvSeries	The Office	The Office	0	2005	2013	22	['Comedy']
tt0386693	movie	Say It in Russian	Say It in Russian	0	2007	\N	85	['Drama', 'Romance', 'Thriller']
tt0387741	tvSeries	Gadget and the Gadgetinis	Gadget and the Gadgetinis	0	2001	2009	21	['Action', 'Adventure', 'Animation']
tt0388284	movie	Mr. Suave: Hoy! Hoy! Hoy! Hoy! Hoy! Hoy!	Mr. Suave: Hoy! Hoy! Hoy! Hoy! Hoy! Hoy!	0	2003	\N	100	['Comedy', 'Romance']
tt0388595	tvSeries	Extreme Makeover: Home Edition	Extreme Makeover: Home Edition	0	2003	2020	60	['Comedy', 'Drama', 'Family']
tt0388629	tvSeries	One Piece	One Piece: Wan pîsu	0	1999	\N	24	['Action', 'Adventure', 'Animation']
tt0388772	short	Baptism	Binyag	0	2003	\N	15	['Short']
tt0389037	tvEpisode	Chaka Khan	Chaka Khan	0	2003	\N	\N	['Biography', 'Documentary']
tt0389634	tvSeries	Around the Town	Girl About Town	0	1948	1949	30	['Music']
tt0389722	movie	30 Days of Night	30 Days of Night	0	2007	\N	113	['Action', 'Horror', 'Thriller']
tt0390022	movie	Friday Night Lights	Friday Night Lights	0	2004	\N	118	['Action', 'Drama', 'Sport']
tt0390036	movie	Garden	Gan	0	2003	\N	90	['Documentary']
tt0390377	short	Popcorn	Popcorn	0	2003	\N	9	['Comedy', 'Short']
tt0393109	movie	Brick	Brick	0	2005	\N	110	['Action', 'Crime', 'Drama']
tt0393113	video	British Hardcore Sex: Volume 1	British Hardcore Sex: Volume 1	1	2000	\N	50	['\\N']
tt0393130	movie	El carretonero	El carretonero	0	2000	\N	90	['Action']
tt0393173	movie	Con la vida prestada	Con la vida prestada	0	1998	\N	94	['Action']
tt0393500	movie	Mud and Water Man	Mud and Water Man	0	1973	\N	50	['Documentary']
tt0393709	tvMovie	Der Schatz des Priamos	Der Schatz des Priamos	0	1981	\N	185	['Adventure', 'Biography', 'Drama']
tt0393944	tvMovie	Das Vergnügen, anständig zu sein	Das Vergnügen, anständig zu sein	0	1962	\N	55	['Crime', 'Drama']
tt0394775	tvEpisode	The Party: In Concert	The Party: In Concert	0	1995	\N	60	['Family', 'Music']
tt0395308	tvMovie	Eiger	Eiger	0	1974	\N	155	['Adventure']
tt0395322	tvEpisode	Cloris Leachman	Cloris Leachman	0	2003	\N	\N	['Biography', 'Documentary']
tt0395323	tvEpisode	Penny Marshall	Penny Marshall	0	2003	\N	\N	['Biography', 'Documentary']
tt0395324	tvEpisode	Rosie O'Donnell	Rosie O'Donnell	0	2003	\N	\N	['Biography', 'Documentary']
tt0395627	tvMovie	Die Kleinbürger	Die Kleinbürger	0	1969	\N	105	['Drama']
tt0396347	tvSeries	The Rick Mercer Report	Monday Report	0	2004	\N	30	['Comedy']
tt0396378	tvSeries	Suspense	Suspense	0	1962	1963	\N	['Thriller']
tt0396555	movie	Meet the Robinsons	Meet the Robinsons	0	2007	\N	95	['Adventure', 'Animation', 'Comedy']
tt0396838	tvMovie	Reisender ohne Gepäck	Reisender ohne Gepäck	0	1963	\N	90	['Drama']
tt0397138	tvSeries	Corner Gas	Corner Gas	0	2004	2009	30	['Comedy']
tt0397555	movie	Mystification ou L'histoire des portraits	Mystification ou L'histoire des portraits	0	2003	\N	56	['Romance']
tt0397633	video	Shagging Special	Shagging Special	1	2001	\N	49	['\\N']
tt0398286	movie	Tangled	Tangled	0	2010	\N	100	['Adventure', 'Animation', 'Comedy']
tt0398494	tvSeries	Jasoos Vijay	Jasoos Vijay	0	2002	\N	\N	['Thriller']
tt0398553	tvSeries	Guilty or Innocent?	Guilty or Innocent?	0	2005	\N	46	['Crime', 'Drama']
tt0398592	tvSeries	Turning Point	Turning Point	0	1991	\N	\N	['Documentary']
tt0399199	tvEpisode	Marian Wright Edelman	Marian Wright Edelman	0	2002	\N	60	['Biography', 'Documentary']
tt0399877	movie	What the #$*! Do We (K)now!?	What the #$*! Do We (K)now!?	0	2004	\N	109	['Comedy', 'Documentary', 'Drama']
tt0399955	tvSeries	Couples	Couples	0	1975	\N	\N	['Drama']
tt0399989	tvSeries	Maalaala Mo Kaya	Maalaala mo kaya	0	1991	\N	90	['Drama', 'Romance']
tt0400253	video	El bronko negro	El bronko negro	0	1998	\N	\N	['Action', 'Drama', 'Thriller']
tt0401729	movie	John Carter	John Carter	0	2012	\N	132	['Action', 'Adventure', 'Sci-Fi']
tt0401792	movie	Sin City	Sin City	0	2005	\N	124	['Crime', 'Thriller']
tt0401916	tvSeries	C.I.D.	C.I.D.	0	1998	2018	42	['Crime', 'Drama', 'Mystery']
tt0402366	short	Maree	Maree	0	2003	\N	15	['Family', 'Short']
tt0402719	short	1 Is for Gun	1 Is for Gun	0	1998	\N	\N	['Mystery', 'Short']
tt0404068	video	Furia salvaje; El corrido de Juan Pastor	Furia salvaje; El corrido de Juan Pastor	0	1995	\N	\N	['Action', 'Drama', 'Thriller']
tt0404132	video	Impacto de muerte	Impacto de muerte	0	1993	\N	\N	['Action', 'Drama', 'Thriller']
tt0404144	movie	La invitación a la pintata	La invitación a la pintata	0	2003	\N	\N	['Action']
tt0405469	movie	The Wild	The Wild	0	2006	\N	95	['Adventure', 'Animation', 'Comedy']
tt0408009	movie	Movimenti	Movimenti	0	2004	\N	103	['Comedy']
tt0408129	movie	Rabbit Hash: Center of the Universe	Rabbit Hash: Center of the Universe	0	2004	\N	89	['Comedy', 'Documentary']
tt0408236	movie	Sweeney Todd: The Demon Barber of Fleet Street	Sweeney Todd: The Demon Barber of Fleet Street	0	2007	\N	116	['Drama', 'Horror', 'Musical']
tt0408298	movie	Unreal	Unreal	0	2004	\N	95	['Comedy', 'Romance']
tt0411040	tvSeries	Wife Swap	Wife Swap	0	2004	2020	60	['Reality-TV', 'Romance']
tt0411127	tvMovie	Arturo Benedetti Michelangeli	Arturo Benedetti Michelangeli	0	1981	\N	\N	['Music']
tt0412517	short	Blessing	Blessing	0	2004	\N	15	['Short']
tt0414023	movie	Freedom from Despair	Freedom from Despair	0	2004	\N	\N	['Biography', 'Documentary']
tt0414184	movie	A Joyce Story	A Joyce Story	0	2003	\N	85	['Comedy']
tt0414253	short	Machine Love	Machine Love	0	1998	\N	17	['Romance', 'Short']
tt0414852	movie	District B13	Banlieue 13	0	2004	\N	84	['Action', 'Crime', 'Sci-Fi']
tt0415421	tvSeries	Estudio 1	Estudio 1	0	1965	1984	\N	['Drama']
tt0415428	tvSeries	Hollyoaks: After Hours	Hollyoaks: After Hours	0	2004	\N	35	['Drama']
tt0415705	short	The Chocolate Fetish	The Chocolate Fetish	0	2004	\N	14	['Short']
tt0416038	tvMovie	Mister Barnett	Mister Barnett	0	1969	\N	55	['Drama']
tt0416367	tvSeries	Ennal's Point	Ennal's Point	0	1982	\N	270	['Drama']
tt0416508	movie	Becoming Jane	Becoming Jane	0	2007	\N	120	['Biography', 'Drama', 'Romance']
tt0417364	tvSeries	Slim Callaghan greift ein	Slim Callaghan greift ein	0	1964	\N	25	['Crime']
tt0419209	movie	Tornado Glory	Tornado Glory	0	2004	\N	75	['Documentary']
tt0419253	movie	Volta	Volta	0	2004	\N	108	['Action', 'Adventure', 'Comedy']
tt0419326	tvSeries	Foster's Home for Imaginary Friends	Foster's Home for Imaginary Friends	0	2004	2009	30	['Adventure', 'Animation', 'Comedy']
tt0419658	movie	A Couple of Days and Nights	A Couple of Days and Nights	0	2005	\N	\N	['Comedy']
tt0420333	movie	Yasmin	Yasmin	0	2004	\N	87	['Drama']
tt0420766	short	Mario Makes a Movie	Mario Makes a Movie	0	2004	\N	12	['Short']
tt0420956	video	Three's Up; Live Sex	Three's Up; Live Sex	1	2001	\N	54	['\\N']
tt0421403	tvMiniSeries	My Father's House	My Father's House	0	1981	\N	420	['Drama']
tt0421478	tvSeries	Verschollen	Verschollen	0	2004	2005	90	['Drama']
tt0422093	movie	Diary of a Mad Black Woman	Diary of a Mad Black Woman	0	2005	\N	116	['Comedy', 'Drama', 'Romance']
tt0422498	movie	Iris	Iris	0	2004	\N	99	['Drama']
tt0423625	tvMiniSeries	Broome Stages	Broome Stages	0	1966	\N	360	['Drama']
tt0424441	movie	Shots	Shots	0	2003	\N	100	['Drama']
tt0424462	tvSeries	St. Ives	St. Ives	0	1955	1955	30	['Adventure']
tt0424515	tvSeries	Triton	Triton	0	1961	1961	30	['Adventure']
tt0424608	tvSeries	Bir dilim ask	Bir dilim ask	0	2004	\N	90	['Comedy', 'Romance']
tt0424680	tvSeries	McEnroe	McEnroe	0	2004	\N	\N	['Comedy', 'Talk-Show']
tt0424736	tvSeries	Vo svetot na bajkite	Vo svetot na bajkite	0	1995	\N	\N	['Adventure', 'Family']
tt0425061	movie	Get Smart	Get Smart	0	2008	\N	110	['Action', 'Adventure', 'Comedy']
tt0425480	short	Starlet	Starlet	0	2003	\N	12	['Short']
tt0426789	tvSeries	Sicak saatler	Sicak saatler	0	1998	\N	\N	['Adventure']
tt0429134	movie	Sufferloh - Von heiliger Lieb und Trutz	Sufferloh - Von heiliger Lieb und Trutz	0	1980	\N	81	['Comedy']
tt0429324	tvSeries	Ca smo na ovon svitu...	Ca smo na ovon svitu...	0	1973	1973	50	['Comedy']
tt0429377	tvSeries	Invasion Iowa	Invasion Iowa	0	2005	2005	\N	['Comedy', 'Sci-Fi']
tt0429422	tvSeries	ReGenesis	ReGenesis	0	2004	2008	49	['Drama', 'Mystery', 'Sci-Fi']
tt0429573	movie	An American Haunting	An American Haunting	0	2005	\N	83	['Drama', 'History', 'Horror']
tt0430769	short	The Window	The Window	0	1998	\N	30	['Drama', 'Short']
tt0431135	movie	Im Schwitzkasten	Im Schwitzkasten	0	2005	\N	95	['Comedy', 'Drama']
tt0431923	movie	Morras desmadrosas 2: ¿Y el desmadre?	Morras desmadrosas 2: ¿Y el desmadre?	0	2003	\N	90	['Action', 'Crime', 'Drama']
tt0432852	tvMovie	Der Fluggast	Der Fluggast	0	1964	\N	60	['Drama']
tt0432966	movie	Muerte en Tijuana	Muerte en Tijuana	0	1991	\N	100	['Action', 'Crime', 'Drama']
tt0433110	movie	Una tumba abandonada	Una tumba abandonada	0	1999	\N	90	['Action', 'Crime', 'Thriller']
tt0433282	tvSeries	Date Night	Date Night	0	2004	\N	\N	['Romance']
tt0433286	tvSeries	Dragon Booster	Dragon Booster	0	2004	2006	30	['Action', 'Adventure', 'Animation']
tt0433505	tvSeries	Pater Brown	Pater Brown	0	1966	1972	\N	['Crime']
tt0435390	movie	Shukriya: Till Death Do Us Apart	Shukriya: Till Death Do Us Apart	0	2004	\N	144	['Drama', 'Family', 'Musical']
tt0435565	tvSeries	Date My Mom	Date My Mom	0	2004	\N	30	['Reality-TV']
tt0435585	tvSeries	ToddWorld	ToddWorld	0	2004	\N	22	['Animation', 'Family']
tt0435721	movie	The Rain Makers	The Rain Makers	0	2005	\N	93	['Action', 'Drama']
tt0436992	tvSeries	Doctor Who	Doctor Who	0	2005	\N	45	['Adventure', 'Drama', 'Family']
tt0437044	tvSeries	La viuda de la mafia	La viuda de la mafia	0	2004	\N	\N	['Action', 'Drama', 'Romance']
tt0437405	movie	Paper Man	Paper Man	0	2009	\N	110	['Comedy', 'Drama']
tt0438052	movie	The Gene Generation	The Gene Generation	0	2007	\N	96	['Action', 'Sci-Fi']
tt0438225	short	The Mark	The Mark	0	2004	\N	5	['Short']
tt0438463	video	Stolen Good	Stolen Good	0	2002	\N	96	['Action', 'Drama']
tt0439344	tvSeries	Arrayán	Arrayán	0	2001	2013	30	['Drama', 'Romance']
tt0439656	short	Kerosene Creek	Kerosene Creek	0	2004	\N	13	['Drama', 'Short']
tt0439874	movie	Wesley Cash	Wesley Cash	0	2004	\N	73	['Action', 'Thriller', 'Western']
tt0440437	video	Goo Girls 16	Goo Girls 16	1	2004	\N	\N	['Adult']
tt0441074	tvSeries	Television Theater	Teatr Telewizji	0	1953	\N	\N	['Drama']
tt0441923	tvSeries	Goin' Bulilit	Goin' Bulilit	0	2005	2019	\N	['Comedy']
tt0442055	movie	Criando cuervos	Criando cuervos	0	2003	\N	90	['Action', 'Crime', 'Drama']
tt0442651	tvSeries	13 Nights of Fright with Neil Gaiman	13 Nights of Fright with Neil Gaiman	0	2004	\N	\N	['Drama', 'Fantasy', 'Horror']
tt0443619	movie	Red Mercury	Red Mercury	0	2005	\N	109	['Crime', 'Drama', 'Thriller']
tt0443706	movie	Zodiac	Zodiac	0	2007	\N	157	['Crime', 'Drama', 'Mystery']
tt0443821	tvMovie	Die 10 war ihr Schicksal	Die 10 war ihr Schicksal	0	1955	\N	75	['Comedy']
tt0445408	tvMovie	Große Schmährede an der Stadtmauer	Große Schmährede an der Stadtmauer	0	1963	\N	\N	['\\N']
tt0446225	tvSeries	Kad zvoni?	Kad zvoni?	0	2005	\N	25	['Drama']
tt0446404	tvMovie	Misolovka Walta Disneya	Misolovka Walta Disneya	0	2003	\N	77	['Comedy', 'Family', 'Fantasy']
tt0446468	tvMovie	So ist es - ist es so?	So ist es - ist es so?	0	1960	\N	80	['Drama']
tt0446771	movie	Red Ridge	Red Ridge	0	2006	\N	89	['Action', 'Drama', 'Thriller']
tt0447464	tvMovie	Sturm im Wasserglas	Sturm im Wasserglas	0	1989	\N	105	['Comedy']
tt0447785	tvSeries	Primera fila	Primera fila	0	1962	1965	90	['Comedy', 'Drama']
tt0447812	tvSeries	That's Life	Verliebt in Berlin	0	2005	2007	25	['Romance']
tt0448304	tvSeries	Tanging yaman	Tanging yaman	0	2010	\N	\N	['Drama']
tt0448376	tvSpecial	Ein Berliner in Hamburg	Ein Berliner in Hamburg	0	1961	\N	105	['Music']
tt0448633	tvMovie	Michas Weg nach Bethlehem	Michas Weg nach Bethlehem	0	1960	\N	35	['Drama']
tt0448798	tvMovie	Die Teilnahme	Die Teilnahme	0	1963	\N	90	['Drama']
tt0449088	movie	Pirates of the Caribbean: At World's End	Pirates of the Caribbean: At World's End	0	2007	\N	169	['Action', 'Adventure', 'Fantasy']
tt0449098	short	Snow White: My Confidential Drawers	Snow White: My Confidential Drawers	0	2004	\N	16	['Comedy', 'Romance', 'Short']
tt0449460	tvSeries	Next	Next	0	2005	\N	30	['Comedy', 'Game-Show', 'Reality-TV']
tt0449959	movie	Grounding - The Last Days of Swissair	Grounding - Die letzten Tage der Swissair	0	2006	\N	131	['Drama']
tt0450009	tvSpecial	Late Night with David Letterman: 6th Anniversary Special	Late Night with David Letterman: 6th Anniversary Special	0	1988	\N	\N	['Talk-Show']
tt0450045	short	Minutiae of Light	Minutiae of Light	0	2003	\N	13	['Drama', 'Short']
tt0451279	movie	Wonder Woman	Wonder Woman	0	2017	\N	141	['Action', 'Adventure', 'Fantasy']
tt0451460	tvSeries	Handy Manny	Handy Manny	0	2006	2013	24	['Animation', 'Comedy', 'Family']
tt0451590	tvSeries	Teatro de siempre	Teatro de siempre	0	1966	1979	\N	['Drama']
tt0451808	movie	Der Mann, der nicht nein sagen kann	Der Mann, der nicht nein sagen kann	0	1938	\N	88	['Comedy', 'Romance']
tt0452625	movie	Good Luck Chuck	Good Luck Chuck	0	2007	\N	101	['Comedy', 'Romance']
tt0454987	movie	Let's Go to Prison	Let's Go to Prison	0	2006	\N	84	['Comedy', 'Crime']
tt0455068	tvSeries	Ein verrücktes Paar	Ein verrücktes Paar	0	1977	1980	45	['\\N']
tt0455407	movie	The Crazies	The Crazies	0	2010	\N	101	['Horror', 'Mystery', 'Thriller']
tt0455550	short	Incubus	Incubus	0	2003	\N	8	['Drama', 'Short', 'Thriller']
tt0455612	movie	Madea's Family Reunion	Madea's Family Reunion	0	2006	\N	107	['Comedy', 'Drama', 'Romance']
tt0456144	movie	Carry On, Munna Bhai	Lage Raho Munna Bhai	0	2006	\N	144	['Comedy', 'Drama', 'Romance']
tt0456506	movie	Lasponggols	Lasponggols	0	2005	\N	\N	['Comedy', 'Drama']
tt0456694	tvMovie	Tote ohne Begräbnis	Tote ohne Begräbnis	0	1964	\N	95	['Drama']
tt0457241	tvSeries	Grünwald - Freitagscomedy	Grünwald - Freitagscomedy	0	2003	\N	\N	['Comedy']
tt0457308	movie	Come Early Morning	Come Early Morning	0	2006	\N	97	['Drama', 'Romance']
tt0457537	video	Daylight Express	Daylight Express	0	1992	\N	103	['Documentary']
tt0457654	short	Dinner, No Movie	Dinner, No Movie	0	2004	\N	10	['Comedy', 'Short']
tt0457979	tvSeries	Komische Geschichten mit Georg Thomalla	Komische Geschichten mit Georg Thomalla	0	1961	\N	60	['Comedy']
tt0458038	tvMovie	Of und der Mond	Of und der Mond	0	1956	\N	95	['Drama']
tt0458270	tvSeries	It Takes a Thief	It Takes a Thief	0	2005	2007	46	['Reality-TV']
tt0458481	movie	Sin City: A Dame to Kill For	Sin City: A Dame to Kill For	0	2014	\N	102	['Action', 'Crime', 'Thriller']
tt0459065	tvSeries	Gente di mare	Gente di mare	0	2005	\N	\N	['Action']
tt0459675	tvSeries	Alborada	Alborada	0	2005	2006	45	['Drama', 'Romance']
tt0460681	tvSeries	Supernatural	Supernatural	0	2005	2020	44	['Drama', 'Fantasy', 'Horror']
tt0460838	movie	Judges	Judges	0	2006	\N	90	['Action', 'Adventure', 'Fantasy']
tt0460936	video	Sex in Uniform, Vol. 1	Sex in Uniform, Vol. 1	1	2000	\N	91	['\\N']
tt0461009	short	Anonymous	Anonymous	0	2003	\N	26	['Short']
tt0461097	tvSeries	Outrageous Fortune	Outrageous Fortune	0	2005	2010	45	['Comedy', 'Crime', 'Drama']
tt0463398	tvSeries	Dancing with the Stars	Dancing with the Stars	0	2005	\N	60	['Family', 'Game-Show', 'Music']
tt0463872	movie	Asterix at the Olympic Games	Astérix aux jeux olympiques	0	2008	\N	116	['Adventure', 'Comedy', 'Family']
tt0464051	movie	Homie Spumoni	Homie Spumoni	0	2006	\N	90	['Comedy']
tt0465006	tvMovie	Liebe leidet mit Lust	Liebe leidet mit Lust	0	1973	\N	117	['Comedy', 'Romance']
tt0465335	tvSeries	Laffapalooza	Laffapalooza	0	2003	\N	30	['Comedy']
tt0465340	tvSeries	Martha	Martha	0	2005	2012	60	['Talk-Show']
tt0465624	movie	My Super Ex-Girlfriend	My Super Ex-Girlfriend	0	2006	\N	96	['Comedy', 'Romance', 'Sci-Fi']
tt0466448	short	Forsaken	Forsaken	0	2005	\N	14	['Short']
tt0466717	short	Cannon Fodder	Cannon Fodder	0	2005	\N	11	['Horror', 'Short', 'Thriller']
tt0467940	short	Guau	Guau	0	2003	\N	\N	['Short']
tt0469494	movie	There Will Be Blood	There Will Be Blood	0	2007	\N	158	['Drama']
tt0470883	movie	Magic Carpet Ride	Organize Isler	0	2005	\N	106	['Comedy', 'Drama']
tt0471042	movie	Tower Heist	Tower Heist	0	2011	\N	104	['Action', 'Comedy', 'Crime']
tt0471980	short	[Ybi-173]	[Ybi-173]	0	2004	\N	15	['Short']
tt0472181	movie	The Smurfs	The Smurfs	0	2011	\N	103	['Adventure', 'Animation', 'Comedy']
tt0472434	tvSeries	Bichos bichez	Bichos bichez	0	2004	\N	\N	['Family']
tt0472954	tvSeries	It's Always Sunny in Philadelphia	It's Always Sunny in Philadelphia	0	2005	\N	22	['Comedy']
tt0472984	tvSeries	The Street	The Street	0	2006	2009	60	['Drama']
tt0473188	movie	Bobby Z	The Death and Life of Bobby Z	0	2007	\N	97	['Action', 'Crime', 'Thriller']
tt0473343	movie	Cielito lindo	Cielito lindo	0	2010	\N	91	['Drama', 'Thriller']
tt0473368	short	The Key	The Key	0	2005	\N	9	['Short', 'Thriller']
tt0473428	tvSeries	Scandal!	Scandal!	0	2005	\N	30	['Drama']
tt0473665	tvMovie	Kinder des Schattens	Kinder des Schattens	0	1968	\N	89	['Drama']
tt0473904	video	Eat My Ass	Eat My Ass	1	2005	\N	150	['Adult']
tt0474175	video	I Survived a Rodney Blast 3	I Survived a Rodney Blast 3	1	2004	\N	220	['Adult']
tt0474530	short	Abrir estos ojos con tu imagen	Abrir estos ojos con tu imagen	0	2001	\N	7	['Short']
tt0475209	tvSeries	Yo Momma	Yo Momma	0	2006	\N	22	['Comedy']
tt0475290	movie	Hail, Caesar!	Hail, Caesar!	0	2016	\N	106	['Comedy', 'Drama', 'Music']
tt0475639	movie	A Heartful of Love	Kono mune ippai no ai wo	0	2005	\N	132	['Romance']
tt0476090	tvSeries	I gyftopoula	I gyftopoula	0	1974	1975	45	['Drama']
tt0477237	tvSeries	Periplous	Periplous	0	1975	1977	45	['History']
tt0477426	short	Feet Afire	Feet Afire	0	2005	\N	\N	['Musical', 'Short']
tt0478262	movie	Return with Honor: A Missionary Homecoming	The Return	0	2006	\N	105	['Comedy', 'Drama', 'Romance']
tt0478438	tvSeries	Eichbergers besondere Fälle	Eichbergers besondere Fälle	0	1988	\N	25	['Crime']
tt0478707	tvMovie	Multilevel	Multilevel	0	2000	\N	61	['Drama']
tt0478942	tvSeries	Life on Mars	Life on Mars	0	2006	2007	60	['Crime', 'Drama', 'Mystery']
tt0479077	tvEpisode	Sarah, Duchess of York	Sarah, Duchess of York	0	2003	\N	60	['Biography', 'Documentary']
tt0479271	tvSeries	Suti i rogati	Suti i rogati	0	1975	\N	60	['Comedy']
tt0479734	short	Orange	Orange	0	1999	\N	38	['Short', 'Sport']
tt0480249	movie	I Am Legend	I Am Legend	0	2007	\N	101	['Action', 'Adventure', 'Drama']
tt0480526	video	Diário de Bordo	Diário de Bordo	0	2004	\N	17	['Sci-Fi', 'Short']
tt0480558	movie	Rascals on the Road	Mein Name ist Eugen	0	2005	\N	100	['Adventure', 'Comedy', 'Family']
tt0481563	short	Low Roller	Low Roller	0	2005	\N	4	['Drama', 'Short']
tt0481824	tvMovie	Den Ku' Damm 'rauf und runter'	Den Ku' Damm 'rauf und runter'	0	1953	\N	\N	['Comedy']
tt0482083	short	Credo	Credo	0	2005	\N	9	['Musical', 'Short']
tt0482470	movie	Blood + Kisses	Blood + Kisses	0	2005	\N	80	['Horror']
tt0483153	tvSpecial	San Sebastián 2005: Crónica de Carlos Boyero	San Sebastián 2005: Crónica de Carlos Boyero	0	2005	\N	30	['News']
tt0483267	movie	Hiljadu stubova dalekovoda	Hiljadu stubova dalekovoda	0	1962	\N	59	['Documentary']
tt0483270	short	Iznenadjenje	Iznenadjenje	0	1962	\N	6	['Short']
tt0483446	short	Whoosh	Whoosh	0	2005	\N	21	['Family', 'Short']
tt0483607	movie	Doomsday	Doomsday	0	2008	\N	113	['Action', 'Sci-Fi', 'Thriller']
tt0484361	short	The Libertines	The Libertines	0	2005	\N	9	['Horror', 'Short']
tt0484475	movie	Gli arcangeli	Gli arcangeli	0	2007	\N	103	['Drama']
tt0484761	movie	Sakin kasabanin kadini	Sakin kasabanin kadini	0	1997	\N	\N	['Drama']
tt0484803	tvSeries	Hollyoaks: Let Loose	Hollyoaks: Let Loose	0	2005	\N	60	['Comedy', 'Drama']
tt0486245	tvSeries	La tarda	La tarda	0	2005	2009	\N	['\\N']
tt0486329	tvMovie	Globetrotteleien	Globetrotteleien	0	1953	\N	\N	['Musical']
tt0487165	video	Protesters	Protesters	0	2003	\N	85	['Comedy', 'Drama', 'Fantasy']
tt0487407	tvMovie	Der erste Ball	Der erste Ball	0	1955	\N	\N	['Music']
tt0487813	tvSeries	Charlie and Lola	Charlie and Lola	0	2005	2008	22	['Animation', 'Family']
tt0487856	tvSeries	Sonhos Traídos	Sonhos Traídos	0	2002	\N	\N	['Drama']
tt0487887	movie	The Crime of Father Amaro	O Crime do Padre Amaro	0	2005	\N	100	['Action', 'Drama']
tt0488055	short	Palette	Palette	0	2005	\N	1	['Short']
tt0488460	tvSeries	Não Há Pai	Não Há Pai	0	2002	\N	40	['Comedy']
tt0488751	tvMovie	Kein Ersatz für Perlen	Kein Ersatz für Perlen	0	1964	\N	70	['\\N']
tt0489238	tvMovie	Napoleon in New Orleans	Napoleon in New Orleans	0	1959	\N	85	['Comedy']
tt0489336	tvMovie	Ein weißer Elefant	Ein weißer Elefant	0	1958	\N	109	['Comedy']
tt0489597	tvSeries	Boys Over Flowers	Hana yori dango	0	2005	2005	45	['Comedy', 'Drama', 'Romance']
tt0490181	movie	Mutant Chronicles	Mutant Chronicles	0	2008	\N	111	['Action', 'Adventure', 'Mystery']
tt0490215	movie	Silence	Silence	0	2016	\N	161	['Drama', 'History']
tt0490704	movie	Die Zukunft ist fällig	Die Zukunft ist fällig	0	1961	\N	65	['Drama']
tt0490731	tvSeries	Man Stroke Woman	Man Stroke Woman	0	2005	2007	30	['Comedy']
tt0491082	movie	Nola	Nola	0	2006	\N	\N	['Drama']
tt0491136	movie	Sayonara Midori-chan	Sayonara Midori-chan	0	2005	\N	98	['Romance']
tt0491733	tvSeries	Juegos prohibidos	Juegos prohibidos	0	2005	\N	\N	['Romance']
tt0493021	video	Men in Blue	Men in Blue	1	1998	\N	83	['Adult', 'Crime', 'Drama']
tt0493329	tvSeries	How We Used to Live	How We Used to Live	0	1968	1996	\N	['History']
tt0493331	tvSeries	Shabhaye Barareh	Shabhaye Barareh	0	2005	2006	60	['Comedy']
tt0493405	movie	CHIPS	CHIPS	0	2017	\N	100	['Action', 'Comedy', 'Crime']
tt0494560	movie	Sinir	Sinir	0	2000	\N	\N	['\\N']
tt0495040	movie	The Art of Crying	Kunsten at græde i kor	0	2006	\N	107	['Comedy', 'Drama']
tt0495653	tvSeries	Clube das Chaves	Clube das Chaves	0	2005	\N	50	['Adventure']
tt0495655	tvSeries	Cuidado com as Aparências	Cuidado com as Aparências	0	2000	2002	50	['Comedy']
tt0495664	tvSeries	Maré Alta	Maré Alta	0	2004	2005	50	['Comedy']
tt0495925	tvSeries	Ciudad bendita	Ciudad bendita	0	2006	\N	\N	['Romance']
tt0496212	tvSeries	Skating with Celebrities	Skating with Celebrities	0	2006	\N	60	['Game-Show']
tt0496444	video	Zombie Town	Zombie Town	0	2007	\N	95	['Action', 'Comedy', 'Horror']
tt0496693	movie	Don't Give Up on Us	Don't Give Up on Us	0	2006	\N	113	['Drama', 'Romance']
tt0497072	tvSeries	Never Before Scene	Never Before Scene	0	2004	\N	\N	['Adventure']
tt0497303	tvSeries	Post Mortem	Post Mortem	0	2006	\N	46	['Crime']
tt0497939	movie	Mi abuelo, mi papá y yo	Mi abuelo, mi papá y yo	0	2005	\N	95	['Comedy', 'Drama', 'Romance']
tt0498145	short	Anna and the Soldier	Anna und der Soldat	0	2004	\N	10	['Drama', 'Short']
